category,eu5_modifier,eu5_desc,eu4_modifier,eu4_desc
economic,tolerated_culture_maintenance_cost_modifier,This impacts the ongoing Cultural Capacity cost of each tolerated_culture.,,
economic,total_loan_capacity_modifier,This impacts the total amount of the loan_capacity a country can have.,,
economic,town_upgrade_cost_modifier,This impacts the costs of creating a Town.,,
economic,trade_income,Trade Income Desc,trade_efficiency,Trade Efficiency
economic,train_admiral_cost_modifier,This impacts how much it costs to train a new admiral.,admiral_cost,Admiral Cost
economic,train_general_cost_modifier,This impacts how much it costs to train a new general.,general_cost,General Cost
economic,work_of_art_sell_value_modifier,This impacts the gold received when selling a work_of_art to another country.,,
military,,,allow_mercenary_drill,Allow Mercenary Drill
military,army_artillery_power,This impacts the combat ability of Army Artillery regiments.,artillery_fire,Artillery Fire
military,,,artillery_level_modifier,Artillery Level Modifier
military,army_artillery_power,This impacts the combat ability of Army Artillery regiments.,artillery_shock,Artillery Shock
military,army_artillery_power,This impacts the combat ability of Army Artillery regiments.,backrow_artillery_damage,Artillery Damage from Back Row
military,army_light_cavalry_power,This impacts the combat ability of Army Light Cavalry regiments.,cav_to_inf_ratio,Cavalry to Infantry Ratio
military,army_heavy_cavalry_power,This impacts the combat ability of Army Heavy Cavalry regiments.,cav_to_inf_ratio,Cavalry to Infantry Ratio
military,army_light_cavalry_power,This impacts the combat ability of Army Light Cavalry regiments.,cavalry_fire,Cavalry Fire
military,army_heavy_cavalry_power,This impacts the combat ability of Army Heavy Cavalry regiments.,cavalry_shock,Cavalry Shock
military,army_light_cavalry_power,This impacts the combat ability of Army Light Cavalry regiments.,cavalry_flanking,Cavalry Flanking
military,army_heavy_cavalry_power,This impacts the combat ability of Army Heavy Cavalry regiments.,cavalry_flanking,Cavalry Flanking
military,experience_decay,This modifies the percentage of the current experience of a regiment or ship that decays each month.,drill_gain_modifier,Drill Gain Modifier
military,army_artillery_power,This impacts the combat ability of Army Artillery regiments.,fire_damage,Fire Damage
military,army_light_cavalry_power,This impacts the combat ability of Army Light Cavalry regiments.,fire_damage,Fire Damage
military,army_light_infantry_power,This impacts the combat ability of Army Light Infantry regiments.,fire_damage,Fire Damage
military,military_tactics,This impacts the military_tactics of a regiment.,fire_damage_received,Fire Damage Received
military,train_admiral_cost_modifier,This impacts how much it costs to train a new admiral.,free_leader_pool,Leader(s) without Upkeep
military,train_general_cost_modifier,This impacts how much it costs to train a new general.,free_leader_pool,Leader(s) without Upkeep
military,,,garrison_damage,Garrison Damage
military,,,global_naval_engagement_modifier,Global Naval Engagement Modifier
military,,,global_ship_recruit_speed,Global Ship Recruit Speed
military,army_light_infantry_power,This impacts the combat ability of Army Light Infantry regiments.,infantry_fire,Infantry Fire
military,army_heavy_infantry_power,This impacts the combat ability of Army Heavy Infantry regiments.,infantry_shock,Infantry Shock
military,,,land_forcelimit_modifier,Land Forcelimit Modifier
military,,,leader_land_fire,Leader Land Fire
military,,,leader_land_manuever,Leader Land Manuever
military,,,leader_land_shock,Leader Land Shock
military,,,leader_naval_fire,Leader Naval Fire
military,,,leader_naval_manuever,Leader Naval Manuever
military,,,leader_naval_shock,Leader Naval Shock
military,,,leader_siege,Leader Siege
military,,,manpower_in_true_faith_provinces,Manpower In True Faith Provinces
military,,,manpower_recovery_speed,Manpower Recovery Speed
military,,,max_general_fire,Max General Fire
military,,,max_hostile_attrition,Max Hostile Attrition
military,,,may_recruit_female_generals,May Recruit Female Generals
military,,,merc_leader_army_tradition,Merc Leader Army Tradition
military,,,mercenary_discipline,Mercenary Discipline
military,,,mercenary_manpower,Mercenary Manpower
military,,,morale_damage,Morale Damage
military,,,morale_damage_received,Morale Damage Received
military,,,naval_forcelimit_modifier,Naval Forcelimit Modifier
military,,,naval_tradition_from_battle,Naval Tradition From Battle
military,,,naval_tradition_from_trade,Naval Tradition From Trade
military,,,sailors_recovery_speed,Sailors Recovery Speed
military,,,ship_durability,Ship Durability
military,,,ship_power_propagation,Ship Tradepower Propagation
military,army_artillery_power,This impacts the combat ability of Army Artillery regiments.,shock_damage,Shock Damage
military,army_heavy_cavalry_power,This impacts the combat ability of Army Heavy Cavalry regiments.,shock_damage,Shock Damage
military,army_heavy_infantry_power,This impacts the combat ability of Army Heavy Infantry regiments.,shock_damage,Shock Damage
military,military_tactics,This impacts the military_tactics of a regiment.,shock_damage_received,Shock Damage Received
military,,,siege_blockade_progress,Blockade Impact on Siege
military,,,sunk_ship_morale_hit_recieved,Sunk Ship Morale Hit Recieved
military,,,vassal_naval_forcelimit_bonus,Vassal Naval Forcelimit Bonus
military,,,yearly_army_professionalism,Yearly Army Professionalism
military,always_allow_army_levies,"Allows a country to always raise their army_levies, even when they are not at war and have no rebels.",,
military,amount_looted_modifier,This impacts the amount an army can loot.,loot_amount,Loot Amount
military,army_artillery_maintenance_cost_modifier,This impacts how much it costs to maintain a Army Artillery.,land_maintenance_modifier,Land Maintenance Modifier
military,army_artillery_power,This impacts the combat ability of Army Artillery regiments.,artillery_power,Artillery Combat Ability
military,army_disembark_speed,This impacts how fast an army can disembark from a navy to an adjacent location.,,
military,army_heavy_cavalry_maintenance_cost_modifier,This impacts how much it costs to maintain a Army Heavy Cavalry.,land_maintenance_modifier,Land Maintenance Modifier
military,army_heavy_cavalry_power,This impacts the combat ability of Army Heavy Cavalry regiments.,cavalry_power,Cavalry Combat Ability
military,army_heavy_infantry_maintenance_cost_modifier,This impacts how much it costs to maintain a Army Heavy Infantry.,land_maintenance_modifier,Land Maintenance Modifier
military,army_heavy_infantry_power,This impacts the combat ability of Army Heavy Infantry regiments.,infantry_power,Infantry Combat Ability
military,army_heavy_infantry_reinforce_cost_modifier,This impacts how much it costs to reinforce a Army Heavy Infantry.,infantry_cost,Infantry Cost
military,army_initiative,This impacts the initiative of a regiment in battle.,army_tradition_from_battle,Army Tradition From Battle
military,army_light_cavalry_maintenance_cost_modifier,This impacts how much it costs to maintain a Army Light Cavalry.,land_maintenance_modifier,Land Maintenance Modifier
military,army_light_cavalry_power,This impacts the combat ability of Army Light Cavalry regiments.,cavalry_power,Cavalry Combat Ability
military,army_light_cavalry_reinforce_cost_modifier,This impacts how much it costs to reinforce a Army Light Cavalry.,cavalry_cost,Cavalry Cost
military,army_light_infantry_power,This impacts the combat ability of Army Light Infantry regiments.,infantry_power,Infantry Combat Ability
military,army_light_infantry_reinforce_cost_modifier,This impacts how much it costs to reinforce a Army Light Infantry.,infantry_cost,Infantry Cost
military,army_maintenance_efficiency,This changes how much gold and manpower is required to maintain a regiment.,regiment_manpower_usage,Regiment Manpower Usage
military,army_movement_speed,This impacts how fast an army can move between locations.,movement_speed,Movement Speed
military,army_reinforce_efficiency,"This impacts how efficiently we can reinforce a regiment, reducing its gold and manpower cost.",regiment_manpower_usage,Regiment Manpower Usage
military,army_tradition_decay,This modifies the percentage of the current army_tradition of a regiment that decays each month.,army_tradition_decay,Army Tradition Decay
military,army_tradition_from_battle,This impacts the amount of army_tradition a country get from their armies participating in a battle.,army_tradition_from_battle,Army Tradition From Battle
military,artillery_bonus_vs_fort,This impacts the bonus that Army Artillery gives during a siege.,artillery_cost,Artillery Cost
military,assault_ability,This impacts how well an army can perform an assault.,,
military,blockade_efficiency,This impacts the blockade_capacity of a navy.,blockade_efficiency,Blockade Efficiency
military,can_convert_galleys_to_light,This enables the ShowUnitAbilityName('convert_galley_to_light_ship') and the ShowUnitAbilityName('convert_light_ship_to_galley') unit_abilities for Navy Galley and Navy Light Ship respectively.,,
military,combat_speed_modifier,This impacts the combat_speed of a regiment or ship in battle.,,
military,discipline,This impacts the discipline of a regiment.,discipline,Discipline
military,experience_decay,This modifies the percentage of the current experience of a regiment or ship that decays each month.,,
military,global_defensive,This impacts how quick a siege will go against a country.,defensiveness,Defensiveness
military,global_firearms_output_modifier,This modifies the output of Firearms in the entire country.,,
military,global_garrison_growth,This impacts how quickly garrisons will reach their maximum size in all forts that a country controls.,global_garrison_growth,Global Garrison Growth
military,global_garrison_size_modifier,This impacts the size of all garrisons that a country has.,garrison_size,Garrison Size
military,global_levy_recruitment_speed_modifier,This impacts how quickly army_levies and navy_levies assemble in a country.,,
military,global_levy_size_modifier,This impacts the size of both an army_levy or navy_levy that pops in a country will be.,,
military,global_manpower_modifier,This impacts how much manpower a country will get monthly.,global_manpower_modifier,Global Manpower Modifier
military,global_naval_supplies_output_modifier,This modifies the output of Naval Supplies in the entire country.,,
military,global_sailors_modifier,This impacts how many sailors a country will get monthly.,global_sailors_modifier,Global Sailors Modifier
military,hanseatic_shipwright_guild_max_level,This impacts the maximum level that a Hanseatic Shipwright Guild can reach.,,
military,hire_mercenary_leader_cost_modifier,This impacts how much it costs to hire a mercenary leader.,,
military,land_morale,This modifies the maximum morale that a regiment can have by a fixed amount.,land_morale,Land Morale
military,land_morale_attrition_cost,This impacts how much morale that an army loses every day while taking attrition.,land_attrition,Land Attrition
military,land_morale_modifier,This modifies the maximum morale that a regiment can have by a percentage.,land_morale,Land Morale
military,land_morale_movement_cost,This impacts how much morale that an army loses every hour while moving.,land_morale,Land Morale
military,land_morale_recovery,This impacts how quickly the morale of a regiment recovers when it is less than its maximum.,reinforce_speed,Reinforce Speed
military,land_unit_attrition,This impacts how much attrition that a regiment will take.,land_attrition,Land Attrition
military,levy_combat_efficiency_modifier,This impacts how effective will a regiment of levies perform in combat.,,
military,levy_maintenance_modifier,This impacts the amount of army_maintenance or navy_maintenance a levy will pay.,naval_maintenance_modifier,Naval Maintenance Modifier
military,levy_recovery_modifier,This impacts how quickly levies recovers in a country.,,
military,military_tactics,This impacts the military_tactics of a regiment.,military_tactics,Military Tactics
military,monthly_army_tradition,This impacts how much army_tradition we will get each month.,army_tradition,Army Tradition
military,monthly_navy_tradition,This impacts how much navy_tradition we will get each month.,navy_tradition,Navy Tradition
military,morale_recovery_in_friendly,This impacts how quickly the morale of a regiment recovers in friendly locations.,recover_army_morale_speed,Recover Army Morale Speed
military,movement_speed_when_attached_to_another_unit,This impacts how long it takes a unit to move through a location when it is attached to another unit.,movement_speed_in_fleet_modifier,Movement Speed In Fleet Modifier
military,naval_damage_done,This impacts how much damage a ship does in combat.,,
military,naval_damage_taken,This impacts the damage_taken of a ship in combat.,,
military,naval_morale,This modifies the maximum morale that a ship can have by a fixed amount.,naval_morale,Naval Morale
military,naval_morale_modifier,This modifies the maximum morale that a ship can have by a percentage.,naval_morale,Naval Morale
military,naval_morale_recovery,This impacts how quickly the morale of a ship recovers when it is less than its maximum.,recover_navy_morale_speed,Recover Navy Morale Speed
military,naval_range,This impacts the naval_range of a country.,,
military,naval_unit_attrition,This impacts how much attrition that a ship will take.,naval_attrition,Naval Attrition
military,navy_galley_maintenance_cost_modifier,This impacts how much it costs to maintain a Navy Galley.,naval_maintenance_modifier,Naval Maintenance Modifier
military,navy_galley_power,This impacts the combat ability of Navy Galley ships.,galley_power,Galley Combat Ability
military,navy_heavy_ship_power,This impacts the combat ability of Navy Heavy Ship ships.,heavy_ship_power,Heavy Ship Power
military,navy_initiative,This impacts the initiative of a ship in battle.,,
military,navy_light_ship_power,This impacts the combat ability of Navy Light Ship ships.,light_ship_power,Light Ship Power
military,navy_maintenance_efficiency,This changes how much gold and sailors is required to maintain a ship.,,
military,navy_movement_speed,This impacts how fast an navy can move between seazones.,,
military,navy_repair_efficiency,"This impacts how efficiently we can repair a ship, reducing its gold and sailors cost.",global_ship_repair,Global Ship Repair
military,navy_tradition_decay,This modifies the percentage of the current navy_tradition of a ship that decays each month.,navy_tradition_decay,Navy Tradition Decay
military,nobles_estate_levy_size,This impacts the size of army_levies and navy_levies from the Nobles Estate.,,
military,own_coast_naval_combat_bonus,This gives a bonus or penalty to navies fighting in seazones adjacent to their owned locations.,own_coast_naval_combat_bonus,Naval Combat Bonus off owned coast
military,peasants_estate_levy_size,This impacts the size of army_levies and navy_levies from the Peasants Estate.,,
military,possible_frontage_modifier,This impacts the frontage that a unit can use in a battle.,,
military,regiment_recruit_speed,This impacts how quickly a regiment can be recruited in a country.,global_regiment_recruit_speed,Global Regiment Recruit Speed
military,regiment_reinforcement_speed,This impacts how quickly a regiment can reinforce.,,
military,ship_capture_chance,This impacts how likely ships are to capture other ships in a battle.,capture_ship_chance,Capture Ship Chance
military,ship_repair_at_sea,This impacts how quickly a ship can repair when adjacent to land.,global_ship_repair,Global Ship Repair
military,ship_repair_at_sea_to_max_strength,This impacts to which level a ship can repair when not in a port.,global_ship_repair,Global Ship Repair
military,siege_ability,This impacts how quickly that armies can siege.,siege_ability,Siege Ability
military,slave_raid_efficiency,This impacts how many pops an army can make into Slaves.,,
military,trade_land_efficiency,This impacts the reach of the trade_range of a country when traveling over a location.,global_ship_trade_power,Global Ship Trade Power
military,wrong_culture_levy_size,This impacts how big army_levies and navy_levies can be from pops of non_accepted_cultures.,manpower_in_accepted_culture_provinces,Manpower In Accepted Culture Provinces
trade,,,caravan_power,Caravan Power
trade,,,global_prov_trade_power_modifier,Global Prov Trade Power Modifier
trade,,,global_tariffs,Global Tariffs
trade,,,merc_independent_from_trade_range,Merc Independent From Trade Range
trade,,,trade_steering,Trade Steering
trade,allow_privateers_slave_raid,This will allow your privateers to enslave people in unprotected coastal locations.,privateer_efficiency,Privateer Efficiency
trade,can_hire_privateers,This allows a country to hire privateers.,privateer_efficiency,Privateer Efficiency
trade,export_efficiency,Export Efficiency Desc,,
trade,foreign_export_from_market_efficiency,This impacts the efficiency of the export from markets owned by a country for other countries.,,
trade,global_alum_output_modifier,This modifies the output of Alum in the entire country.,,
trade,global_books_output_modifier,This modifies the output of Books in the entire country.,,
trade,global_cannons_output_modifier,This modifies the output of Cannons in the entire country.,,
trade,global_cloth_output_modifier,This modifies the output of Cloth in the entire country.,,
trade,global_cloves_output_modifier,This modifies the output of Cloves in the entire country.,,
trade,global_coal_output_modifier,This modifies the output of Coal in the entire country.,,
trade,global_coffee_output_modifier,This modifies the output of Coffee in the entire country.,,
trade,global_copper_output_modifier,This modifies the output of Copper in the entire country.,,
trade,global_dyes_output_modifier,This modifies the output of Dyes in the entire country.,,
trade,global_fiber_crops_output_modifier,This modifies the output of Fiber Crops in the entire country.,,
trade,global_fine_cloth_output_modifier,This modifies the output of Fine Cloth in the entire country.,,
trade,global_fish_output_modifier,This modifies the output of Fish in the entire country.,,
trade,global_fruit_output_modifier,This modifies the output of Fruit in the entire country.,,
trade,global_fur_output_modifier,This modifies the output of Fur in the entire country.,,
trade,global_gems_output_modifier,This modifies the output of Gems in the entire country.,,
trade,global_glass_output_modifier,This modifies the output of Glass in the entire country.,,
trade,global_goods_gold_output_modifier,This modifies the output of Goods Gold in the entire country.,,
trade,global_horses_output_modifier,This modifies the output of Horses in the entire country.,,
trade,global_incense_output_modifier,This modifies the output of Incense in the entire country.,,
trade,global_iron_output_modifier,This modifies the output of Iron in the entire country.,,
trade,global_jewelry_output_modifier,This modifies the output of Jewelry in the entire country.,,
trade,global_lead_output_modifier,This modifies the output of Lead in the entire country.,,
trade,global_legumes_output_modifier,This modifies the output of Legumes in the entire country.,,
trade,global_liquor_output_modifier,This modifies the output of Liquor in the entire country.,,
trade,global_livestock_output_modifier,This modifies the output of Livestock in the entire country.,,
trade,global_lumber_output_modifier,This modifies the output of Lumber in the entire country.,,
trade,global_marble_output_modifier,This modifies the output of Marble in the entire country.,,
trade,global_maritime_presence_decay,This impacts the decay of the current maritime_presence in all seazones adjacent to all locations owned by a country.,,
trade,global_maritime_presence_modifier,This impacts the maritime_presence in all seazones adjacent to all locations owned by a country.,,
trade,global_masonry_output_modifier,This modifies the output of Masonry in the entire country.,,
trade,global_medicaments_output_modifier,This modifies the output of Medicaments in the entire country.,,
trade,global_merchant_power,This impacts how much merchant_power a country gets.,merchants,Merchants
trade,global_mercury_output_modifier,This modifies the output of Mercury in the entire country.,,
trade,global_millet_output_modifier,This modifies the output of Millet in the entire country.,,
trade,global_olives_output_modifier,This modifies the output of Olives in the entire country.,,
trade,global_paper_output_modifier,This modifies the output of Paper in the entire country.,,
trade,global_pearls_output_modifier,This modifies the output of Pearls in the entire country.,,
trade,global_pepper_output_modifier,This modifies the output of Pepper in the entire country.,,
trade,global_porcelain_output_modifier,This modifies the output of Porcelain in the entire country.,,
trade,global_potato_output_modifier,This modifies the output of Potato in the entire country.,,
trade,global_raw_material_output,This impacts the output of raw_materials from all locations in a country.,,
trade,global_rice_output_modifier,This modifies the output of Rice in the entire country.,,
trade,global_salt_output_modifier,This modifies the output of Salt in the entire country.,,
trade,global_silk_output_modifier,This modifies the output of Silk in the entire country.,,
trade,global_silver_output_modifier,This modifies the output of Silver in the entire country.,,
trade,global_slaves_goods_output_modifier,This modifies the output of Slaves Goods in the entire country.,global_trade_goods_size_modifier,Global Trade Goods Size Modifier
trade,global_stone_output_modifier,This modifies the output of Stone in the entire country.,,
trade,global_sugar_output_modifier,This modifies the output of Sugar in the entire country.,,
trade,global_tea_output_modifier,This modifies the output of Tea in the entire country.,,
trade,global_tin_output_modifier,This modifies the output of Tin in the entire country.,,
trade,global_tools_output_modifier,This modifies the output of Tools in the entire country.,,
trade,global_trade_center_power,This impacts the market_attraction that our markets have on locations.,center_of_trade_upgrade_cost,Center Of Trade Upgrade Cost
trade,global_trade_protection_factor,"This directly reduces the market_attraction that foreign markets have on locations, making it more likely for them to fall under a market of their owner. One point of Market Protection negates one point of Market Attraction of every foreign market.",global_trade_power,Global Trade Power
trade,global_trade_through_owned_territory_efficiency,This impacts the reach of the trade_range of a country when traveling over a location they own.,global_own_trade_power,Domestic Trade Power
trade,global_weaponry_output_modifier,This modifies the output of Weaponry in the entire country.,,
trade,global_wheat_output_modifier,This modifies the output of Wheat in the entire country.,,
trade,global_wild_game_output_modifier,This modifies the output of Wild Game in the entire country.,,
trade,global_wine_output_modifier,This modifies the output of Wine in the entire country.,,
trade,global_wool_output_modifier,This modifies the output of Wool in the entire country.,,
trade,import_efficiency,Import Efficiency Desc,,
trade,merchant_power_from_maritime,This impacts how much merchant_power a country gets from maritime_presence in a seazone.,placed_merchant_power,Merchant Trade Power
trade,merchant_power_from_maritime_modifier,This impacts how much merchant_power a country gets from maritime_presence in a seazone.,trade_range_modifier,Trade Range Modifier
trade,privateer_durability,This impacts the privateer_durability of the privateers that a country sponsors.,privateer_efficiency,Privateer Efficiency
trade,selling_efficiency,Selling Efficiency Desc,,
trade,slave_market_max_level,This modifies how many levels the Slave Market can have.,,
trade,trade_range,This impacts the trade_range of a country.,trade_range_modifier,Trade Range Modifier
trade,trade_range_modifier,This impacts the trade_range of a country.,trade_range_modifier,Trade Range Modifier
trade,trade_sea_efficiency,This impacts the reach of the trade_range of a country when traveling over a seazone.,trade_range_modifier,Trade Range Modifier
diplomatic,,,accept_vassalization_reasons,Accept Vassalization Reasons
diplomatic,,,envoy_travel_time,Envoy Travel Time
diplomatic,,,free_dip_policy,Diplomatic Free Policies
diplomatic,,,monarch_diplomatic_power,Monarch Diplomatic Power
diplomatic,,,monarch_power_tribute,Monarch Power Tribute
diplomatic,,,monthly_favor_modifier,Monthly Favor Modifier
diplomatic,,,possible_dip_policy,Diplomatic Possible Policies
diplomatic,,,reduced_liberty_desire,Liberty Desire in Subjects
diplomatic,,,reduced_liberty_desire_on_same_continent,Liberty Desire in Same Continent Subjects
diplomatic,,,reverse_relation_with_same_religion,Reverse Relation With Same Religion
diplomatic,,,vassal_forcelimit_bonus,Vassal Forcelimit Bonus
diplomatic,allow_subjects,This allows a country to have subjects.,,
diplomatic,annexation_speed_modifier,This impacts how quickly a subject can be annexed.,diplomatic_annexation_cost,Diplomatic Annexation Cost
diplomatic,diplomatic_annexation_efficiency,This impacts how quickly a country can be annexed diplomatically.,diplomatic_annexation_cost,Diplomatic Annexation Cost
diplomatic,diplomatic_capacity,This impacts how many diplomatic_capacity_used a country can have.,,
diplomatic,diplomatic_capacity_modifier,This impacts how many diplomatic_capacity_used a country can have.,,
diplomatic,diplomatic_range_modifier,This impacts the diplomatic_range of a country.,diplomatic_reputation,Diplomatic Reputation
diplomatic,diplomatic_reputation,This impacts the diplomatic_reputation of a country.,diplomatic_reputation,Diplomatic Reputation
diplomatic,diplomatic_upkeep_efficiency,This modifies how much diplomatic_upkeep the country costs to their overlord if they were a subject.,diplomatic_upkeep,Diplomatic Relations
diplomatic,improve_relation_impact,This impacts how well a country can improve_relations.,improve_relation_modifier,Improve Relations
diplomatic,max_diplomats,This impacts how many diplomats a country can have in reserve.,diplomats,Diplomats
diplomatic,monthly_diplomats,This impacts how many diplomats a country can get in a month.,,
diplomatic,papal_relations,An additional bonus or penalty of the opinion PAP has towards a country.,papal_influence,Papal Influence
diplomatic,subject_loyalty,This impacts the subject_loyalty that the subjects of a country gets.,,
diplomatic,subject_opinions,This impacts the opinion that subjects have of a country.,,
diplomatic,tribute_payment_received_modifier,This impacts the amount we receive from tribute in the Middle Kingdom.,,
religious,,,cb_on_religious_enemies,CB On Religious Enemies
religious,,,devotion,Devotion
religious,,,global_heretic_missionary_strength,Global Heretic Missionary Strength
religious,,,global_missionary_strength,Global Missionary Strength
religious,,,may_perform_slave_raid_on_same_religion,May Perform Slave Raid On Same Religion
religious,,,monthly_fervor_increase,Monthly Fervor Increase
religious,,,monthly_piety,Monthly Piety
religious,,,monthly_piety_accelerator,Monthly Piety Accelerator
religious,,,no_religion_penalty,No Religion Penalty
religious,,,prestige_per_development_from_conversion,Prestige per Development from Missionary
religious,,,religious_unity,Religious Unity
religious,,,tolerance_of_heathens_capacity,Tolerance Of Heathens Capacity
religious,,,tolerance_of_heretics_capacity,Tolerance Of Heretics Capacity
religious,,,yearly_harmony,Yearly Harmony
religious,,,yearly_patriarch_authority,Yearly Patriarch Authority
religious,auto_slave_raid_different_religion,This would allow armies to enslave part of all pops of a different religion_group when occupying a location.,,
religious,building_missionary_effort_modifier,This impacts how quickly pops convert to our religion from buildings that can convert religion.,,
religious,damage_done_versus_heathens_modifier,This impacts the damage done against heathen hostile armies during a battle.,,
religious,global_clergy_city_desired_pop,Impacts how many Clergy can live in towns_and_cities in this country.,,
religious,global_clergy_desired_pop,Impacts how many Clergy can live in all locations in this country.,,
religious,global_clergy_estate_power,This impacts the estate_power of the Clergy Estate in the entire country.,church_loyalty_modifier,Church Loyalty Modifier
religious,global_clergy_max_literacy,This impacts the literacy for all Clergy in this country.,,
religious,global_pop_conversion_speed,This impacts how quickly pops convert in all locations of the country.,,
religious,global_pop_conversion_speed_modifier,This impacts how quickly pops convert in all locations of the country.,,
religious,maximum_religious_influence,This impacts how much religious_influence a country can save for future needs.,,
religious,monthly_devotion,This impacts how much devotion a country gets each month.,,
religious,monthly_karma_decay,"This impacts the decay towards 0 karma, where the decay is a percentage of the current karma.",yearly_karma_decay,Yearly Karma Decay
religious,monthly_purity,This impacts how much purity a country gets each month.,,
religious,monthly_religious_influence,This impacts how much religious_influence a country gets each month.,monthly_persian_influence,Monthly Persian Influence
religious,monthly_religious_rebel_growth,This impacts how quickly Religious rebels progress to a revolt or civil_war.,,
religious,monthly_righteousness,This impacts how much righteousness a country gets each month.,,
religious,number_of_allowed_religious_figures,This enables the religious_figures mechanic and sets the number we are allowed to invite.,,
religious,religious_icon_power_modifier,This impacts the power of every ShowWorkOfArtTypeName('icon') in a religion.,,
religious,tolerance_heathen,This impacts the tolerance of religions of a different religion_group than the state_religion.,tolerance_heathen,Tolerance Heathen
religious,tolerance_heretic,This impacts the tolerance of religions of the same religion_group as the state_religion.,tolerance_heretic,Tolerance Heretic
religious,tolerance_own,This impacts the tolerance of the state_religion.,tolerance_own,Tolerance Own
colonial,,,auto_explore_adjacent_to_colony,Auto Explore Adjacent To Colony
colonial,,,colonist_placement_chance,Colonist Placement Chance
colonial,,,colonists,Colonists
colonial,,,global_colonial_growth,Global Colonial Growth
colonial,,,idea_claim_colonies,Idea Claim Colonies
colonial,,,native_assimilation,Native Assimilation
colonial,,,native_uprising_chance,Native Uprising Chance
colonial,allow_open_sea_exploration,This allows a country to start explore areas that are open sea.,,
colonial,can_colonize,This determines if a country can create colonial_charters or not.,,
colonial,can_recruit_explorer,This allows a country to recruit explorers.,,
colonial,colonial_migration_size_modifier,This impacts how quick colonial_migration is,,
colonial,colonial_range,This impacts the colonial_range of a country.,,
colonial,colonial_range_modifier,This impacts the colonial_range of a country.,,
colonial,create_colonial_charter_cost_modifier,This impacts how much it costs to create a new colonial_charter.,,
colonial,exploration_mission_speed,This impacts how much exploration_progress an exploration gains each month.,,
colonial,exploration_mission_speed_modifier,This impacts how much exploration_progress an exploration gains each month.,,
colonial,exploration_preparation_time_modifier,This impacts the how long it takes for an exploration to be prepared before it can begin.,,
colonial,global_migration_speed_modifier,This impacts how quickly pops migrate in all locations of the country.,,
colonial,may_explore,This allows a country to start explorations.,may_explore,May Explore
other,,,allowed_marine_fraction,Allowed Marine Fraction
other,,,allowed_samurai_fraction,Allowed Samurai Fraction
other,,,amount_of_banners,Possible Manchu Banners
other,,,brahmins_hindu_loyalty_modifier,Brahmins Hindu Loyalty Modifier
other,,,brahmins_muslim_loyalty_modifier,Brahmins Muslim Loyalty Modifier
other,,,burghers_loyalty_modifier,Burghers Loyalty Modifier
other,,,can_claim_states,Can Claim States
other,,,can_recruit_hussars,Can Recruit Hussars
other,,,cb_on_primitives,CB On Primitives
other,,,coast_raid_range,Coast Raid Range
other,,,country_military_power,Country Military Power
other,,,dhimmi_loyalty_modifier,Dhimmi Loyalty Modifier
other,,,disengagement_chance,Disengagement Chance
other,,,eunuchs_loyalty_modifier,Eunuchs Loyalty Modifier
other,,,free_mil_policy,Military Free Policies
other,,,free_policy,Free Policies
other,,,ghulams_loyalty_modifier,Ghulams Loyalty Modifier
other,,,global_spy_defence,Global Spy Defence
other,,,great_project_upgrade_time,Great Project Upgrade Time
other,,,harmonization_speed,Harmonization Speed
other,,,has_geobukseon,Has Geobukseon
other,,,has_samurai,Has Samurai
other,,,heir_chance,Chance of New Heir
other,,,imperial_authority,Imperial Authority Growth Modifier
other,,,imperial_authority_value,Imperial Authority Modifier
other,,,imperial_mandate,Mandate Growth Modifier
other,,,innovativeness_gain,Innovativeness Gain
other,,,jains_loyalty_modifier,Jains Loyalty Modifier
other,,,janissaries_loyalty_modifier,Janissaries Loyalty Modifier
other,,,landing_penalty,Landing Penalty
other,,,loyalty_change_on_revoked,Loyalty Change On Revoked
other,,,maratha_loyalty_modifier,Maratha Loyalty Modifier
other,,,max_revolutionary_zeal,Max Revolutionary Zeal
other,,,may_establish_frontier,May Establish Frontier
other,,,may_perform_slave_raid,May Perform Slave Raid
other,,,missionaries,Missionaries
other,,,monarch_military_power,Monarch Military Power
other,,,monthly_cultural_unity,Monthly Cultural Unity
other,,,monthly_splendor,Monthly Splendor
other,,,nobles_influence_modifier,Nobles Influence Modifier
other,,,nomadic_tribes_loyalty_modifier,Nomadic Tribes Loyalty Modifier
other,,,num_of_pronoiars,Num Of Pronoiars
other,,,overextension_impact_modifier,Overextension Impact Modifier
other,,,possible_condottieri,Possible Condottieri
other,,,possible_mil_policy,Military Possible Policies
other,,,possible_policy,Possible Policies
other,,,pr_captains_influence,Pr Captains Influence
other,,,qizilbash_loyalty_modifier,Qizilbash Loyalty Modifier
other,,,rajput_loyalty_modifier,Rajput Loyalty Modifier
other,,,range,Range
other,,,rebel_support_efficiency,Rebel Support Efficiency
other,,,reduced_liberty_desire_on_other_continent,Reduced Liberty Desire On Other Continent
other,,,reduced_stab_impacts,Reduced Stab Impacts
other,,,sea_repair,Sea Repair
other,,,unjustified_demands,Unjustified Demands
other,,,vaisyas_loyalty_modifier,Vaisyas Loyalty Modifier
other,,,yearly_authority,Yearly Authority
other,,,yearly_doom_reduction,Yearly Doom Reduction
other,,,years_of_nationalism,Years Of Nationalism
other,,,years_to_integrate_personal_union,Years To Integrate Personal Union
