tag,name,ideaset,idea_key,superregion,region,formable
HUR,Huron,Huron Ideas,HUR_ideas,North America,Canada,yes
INC,Inca,Incan Ideas,INC_ideas,Andes,Peru,yes
IRO,Iroquois,Iroquois Ideas,IRO_ideas,North America,Northeast,yes
MAY,Maya,Mayan Ideas,mayan_ideas,Central America,Central America,yes
SHA,Shawnee,Shawnee Ideas,SHA_ideas,North America,Great Lakes,yes
ZAP,Zapotec,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
ASH,Ashanti,Ashanti Ideas,ASH_ideas,Northern Africa,Niger,no
BEN,Benin,Beninese Ideas,BEN_ideas,Northern Africa,Guinea,no
ETH,Ethiopia,Ethiopian Ideas,ETH_ideas,Northern Africa,Horn of Africa,yes
KON,Kongo,Kongo Ideas,KON_ideas,Southern Africa,Congo,yes
MAL,Mali,Malian Ideas,MAL_ideas,Northern Africa,Niger,yes
NUB,Funj,Nubian Ideas,nubian_ideas,Northern Africa,Horn of Africa,no
SON,Songhai,Songhai Ideas,SON_ideas,Northern Africa,Sahel,no
ZAN,Kilwa,Kilwan Ideas,ZAN_ideas,Southern Africa,East Africa,no
ZIM,Mutapa,Mutapan Ideas,ZIM_ideas,Southern Africa,South Africa,no
ADA,Adal,Adalite Ideas,ADA_ideas,Northern Africa,Horn of Africa,no
HAU,Hausa,Hausan Ideas,hausa_ideas,Northern Africa,Niger,yes
KBO,Kanem Bornu,Kanem Bornuan Ideas,KBO_ideas,Northern Africa,Sahel,no
LOA,Loango,Kongo Ideas,KON_ideas,Southern Africa,Congo,no
OYO,Oyo,Oyo Ideas,OYO_ideas,Northern Africa,Niger,no
SOF,Segu,West African Ideas,west_african_ideas,Northern Africa,Niger,no
SOK,Sokoto,Fulani Jihad Ideas,fulani_jihad_ideas,Northern Africa,Niger,yes
JOL,Jolof,Jolof Ideas,JOL_ideas,Northern Africa,Guinea,no
SFA,Sofala,Zambezi Ideas,zambezi_ideas,Southern Africa,South Africa,no
MBA,Mombasa,Swahili Ideas,swahili_ideas,Southern Africa,East Africa,no
MLI,Malindi,Swahili Ideas,swahili_ideas,Southern Africa,East Africa,no
AJU,Ajuuraan,Ajuuraan Ideas,AJU_ideas,Northern Africa,Horn of Africa,no
MDI,Mogadishu,Mogadishan Ideas,MDI_ideas,Northern Africa,Horn of Africa,no
ENA,Ennarea,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
WGD,Wagadugu,Mossi Ideas,mossi_ideas,Northern Africa,Niger,no
ZND,Zandoma,Mossi Ideas,mossi_ideas,Northern Africa,Niger,no
GUR,Fada N'gourma,Mossi Ideas,mossi_ideas,Northern Africa,Niger,no
TEN,Tenkodogo,Mossi Ideas,mossi_ideas,Northern Africa,Niger,no
OGD,Ogaadeen,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
ZUL,Zulu,Zulu Ideas,ZUL_ideas,Southern Africa,South Africa,no
SOM,Somalia,Somalian Ideas,SOM_ideas,Northern Africa,Horn of Africa,yes
AKS,Aksum,Aksumite Ideas,AKS_ideas,Northern Africa,Horn of Africa,yes
GZI,Zimbabwe,Zimbabwe Ideas,GZI_ideas,Southern Africa,South Africa,yes
NBI,Nubia,Nubian Ideas,NBI_ideas,Northern Africa,Horn of Africa,yes
RZI,Rozwi Empire,Butua Ideas,RZW_ideas,Southern Africa,South Africa,yes
KIT,Kitara,Kitaran Ideas,KIT_ideas,Southern Africa,Central Africa,yes
WAD,Wadai,West African Ideas,west_african_ideas,Northern Africa,Sahel,no
AFA,Aussa,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
ALO,Alodia,Nubian Ideas,nubian_ideas,Northern Africa,Horn of Africa,no
DAR,Darfur,West African Ideas,west_african_ideas,Northern Africa,Sahel,no
GLE,Geledi,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
HAR,Harar,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
HOB,Hobyo,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
KAF,Kaffa,Kaffan Ideas,KAF_ideas,Northern Africa,Horn of Africa,no
MED,Medri Bahri,Medri Bahri Ideas,MED_ideas,Northern Africa,Horn of Africa,no
MJE,Majeerteen,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
MRE,Marehan,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
PTE,Pate,Swahili Ideas,swahili_ideas,Southern Africa,East Africa,no
WAR,Warsangali,Somali Ideas,somali_ideas,Northern Africa,Horn of Africa,no
BTI,Semien,Semien Ideas,BTI_ideas,Northern Africa,Horn of Africa,no
BEJ,Beja,Nubian Ideas,nubian_ideas,Northern Africa,Horn of Africa,no
JIM,Jimma,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
WLY,Welayta,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
DAM,Damot,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
HDY,Hadiya,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
SOA,Shewa,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
JJI,Janjiro,Horn of African Ideas,horn_of_african_ideas,Northern Africa,Horn of Africa,no
ABB,Dongola,Nubian Ideas,nubian_ideas,Northern Africa,Horn of Africa,no
TYO,Tyo,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Congo,no
SYO,Soyo,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Congo,no
KSJ,Kasanje,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Congo,no
LUB,Luba,Luban Ideas,LUB_ideas,Southern Africa,Central Africa,no
LND,Lunda,Lunda Ideas,LND_ideas,Southern Africa,Congo,no
CKW,Chokwe,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Central Africa,no
KIK,Kikondja,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Central Africa,no
KZB,Kazembe,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Central Africa,no
YAK,Yaka,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Congo,no
KLD,Kalundwe,Kongolese Ideas,congolese_minor_ideas,Southern Africa,Central Africa,no
KUB,Kuba,Kuban Ideas,KUB_ideas,Southern Africa,Central Africa,no
RWA,Rwanda,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
BUU,Burundi,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
BUG,Buganda,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
NKO,Nkore,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
KRW,Karagwe,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
BNY,Bunyoro,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
BSG,Busoga,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
UBH,Buha,Interlacustrine Ideas,african_great_lakes_ideas,Southern Africa,Central Africa,no
MRA,Maravi,Maravi Ideas,MRA_ideas,Southern Africa,East Africa,no
LDU,Lundu,Zambezi Ideas,zambezi_ideas,Southern Africa,East Africa,no
TBK,Tumbuka,Tumbuka Ideas,TBK_ideas,Southern Africa,East Africa,no
MKU,Makua,Zambezi Ideas,zambezi_ideas,Southern Africa,East Africa,no
RZW,Butua,Butua Ideas,RZW_ideas,Southern Africa,South Africa,no
MIR,Imerina,Imerina Ideas,MIR_ideas,Southern Africa,East Africa,no
SKA,Sakalava,Malagasy Ideas,malagasy_ideas,Southern Africa,East Africa,no
BTS,Betsimisaraka,Betsimisaraka Ideas,BTS_ideas,Southern Africa,East Africa,no
MFY,Mahafaly,Malagasy Ideas,malagasy_ideas,Southern Africa,East Africa,no
ANT,Antemoro,Antemoro Ideas,ANT_ideas,Southern Africa,East Africa,no
ANN,Annam,Dai Viet Ideas,DAI_ideas,East Indies,Indochina,yes
ARK,Arakan,Arakanese Ideas,ARK_ideas,East Indies,Burma,no
ATJ,Aceh,Acehnese Ideas,ATJ_ideas,East Indies,Malaya,no
AYU,Ayutthaya,Ayutthayan Ideas,AYU_ideas,East Indies,Indochina,no
BLI,Bali,Balinese ideas,BLI_ideas,East Indies,Indonesia,no
BAN,Banten,Banteni Ideas,BAN_ideas,East Indies,Indonesia,yes
BEI,Brunei,Bruneian Ideas,BEI_ideas,East Indies,Indonesia,no
CHA,Champa,Cham Ideas,CHA_ideas,East Indies,Indochina,no
CHG,Moghulistan,Chagatai Ideas,CHG_ideas,Tartary,Mongolia,no
CHK,Champasak,Laotian Ideas,laotian_ideas,East Indies,Indochina,yes
DAI,Dai Viet,Dai Viet Ideas,DAI_ideas,East Indies,Indochina,yes
JAP,Japan,Japanese Ideas,JAP_ideas,Far East,Japan,yes
AMA,Amago,Amago Ideas,AMA_ideas,Far East,Japan,no
ASA,Asakura,Asakura Ideas,ASA_ideas,Far East,Japan,no
CSK,Chosokabe,Chosokabe Ideas,CSK_ideas,Far East,Japan,no
DTE,Date,Date Ideas,DTE_ideas,Far East,Japan,no
HJO,Hojo,Hojo Ideas,HJO_ideas,Far East,Japan,no
HSK,Hosokawa,Hosokawa Ideas,HSK_ideas,Far East,Japan,no
HTK,Hatakeyama,Hatakeyama Ideas,HTK_ideas,Far East,Japan,no
IKE,Ikeda,Daimyo Ideas,daimyo_ideas,Far East,Japan,no
IMG,Imagawa,Imagawa Ideas,IMG_ideas,Far East,Japan,no
MAE,Maeda,Daimyo Ideas,daimyo_ideas,Far East,Japan,no
MRI,Mori,Mori Ideas,MRI_ideas,Far East,Japan,no
ODA,Oda,Oda Ideas,ODA_ideas,Far East,Japan,no
OTM,Otomo,Otomo Ideas,OTM_ideas,Far East,Japan,no
OUC,Ouchi,Ouchi Ideas,OUC_ideas,Far East,Japan,no
SBA,Shiba,Shiba Ideas,SBA_ideas,Far East,Japan,no
SMZ,Shimazu,Shimazu Ideas,SMZ_ideas,Far East,Japan,no
TKD,Takeda,Takeda Ideas,TKD_ideas,Far East,Japan,no
TKG,Tokugawa,Tokugawa Ideas,TKG_ideas,Far East,Japan,no
UES,Uesugi,Uesugi Ideas,UES_ideas,Far East,Japan,no
YMN,Yamana,Yamana Ideas,YMN_ideas,Far East,Japan,no
RFR,Nanbu,Nanbu Ideas,RFR_ideas,Far East,Japan,no
ASK,Ashikaga,Ashikaga Ideas,ASK_ideas,Far East,Japan,no
KTB,Kitabatake,Kitabatake Ideas,KTB_ideas,Far East,Japan,no
ANU,Ainu,Ainu Ideas,ANU_ideas,Far East,Japan,no
AKM,Akamatsu,Daimyo Ideas,daimyo_ideas,Far East,Japan,no
AKT,Ando,Ando Ideas,AKT_ideas,Far East,Japan,no
CBA,Chiba,Chiba Ideas,CBA_ideas,Far East,Japan,no
ISK,Isshiki,Isshiki Ideas,ISK_ideas,Far East,Japan,no
ITO,Ito,Ito Ideas,ITO_ideas,Far East,Japan,no
KKC,Kikuchi,Kikuchi Ideas,KKC_ideas,Far East,Japan,no
KNO,Kono,Kono Ideas,KNO_ideas,Far East,Japan,no
OGS,Ogasawara,Ogasawara Ideas,OGS_ideas,Far East,Japan,no
SHN,Shoni,Shoni Ideas,SHN_ideas,Far East,Japan,no
STK,Satake,Satake Ideas,STK_ideas,Far East,Japan,no
TKI,Toki,Toki Ideas,TKI_ideas,Far East,Japan,no
UTN,Utsunomiya,Utsunomiya Ideas,UTN_ideas,Far East,Japan,no
TTI,Tsutsui,Tsutsui Ideas,TTI_ideas,Far East,Japan,no
KHA,Mongolia,Mongolian Ideas,KHA_ideas,Tartary,Mongolia,no
KHM,Khmer,Khmer Ideas,KHM_ideas,East Indies,Indochina,no
KOR,Korea,Korean Ideas,KOR_ideas,Far East,Korea,no
LNA,Lan Na,Lan Na Ideas,LNA_ideas,East Indies,Indochina,no
LUA,Luang Prabang,Laotian Ideas,laotian_ideas,East Indies,Indochina,yes
LXA,Lan Xang,Lan Xang Ideas,LXA_ideas,East Indies,Indochina,yes
MAJ,Majapahit,Majapahit Ideas,MAJ_ideas,East Indies,Indonesia,no
MCH,Manchu,Manchu Ideas,MCH_ideas,Far East,Manchuria,yes
MKS,Makassar,Sulawesi Ideas,sulawesi_ideas,East Indies,Moluccas,no
MLC,Malacca,Malaccan Ideas,MLC_ideas,East Indies,Malaya,no
MNG,Ming,Great Ming Ideas,CHI_ideas,China,North China,no
MTR,Mataram,Javan Ideas,javan_ideas,East Indies,Indonesia,no
OIR,Oirat,Oirat Ideas,OIR_ideas,Tartary,Mongolia,no
PAT,Pattani,Pattani Ideas,PAT_ideas,East Indies,Malaya,no
PEG,Pegu,Pegu Ideas,PEG_ideas,East Indies,Burma,no
QNG,Qing,Great Qing Ideas,QNG_ideas,China,North China,yes
RYU,Ryukyu,Ryukyuan Ideas,RYU_ideas,Far East,Japan,no
SST,Shan,Shan Ideas,shan_ideas,East Indies,Burma,yes
SUK,Sukhothai,Sukhothai Ideas,SUK_ideas,East Indies,Indochina,no
SUL,Sulu,Sulu Ideas,SUL_ideas,East Indies,Moluccas,no
TAU,Taungu,Burmese Ideas,TAU_ideas,East Indies,Burma,no
TIB,Tibet,Tibetan Ideas,TIB_ideas,Tartary,Tibet,yes
TOK,Tonkin,Dai Viet Ideas,DAI_ideas,East Indies,Indochina,yes
VIE,Vientiane,Laotian Ideas,laotian_ideas,East Indies,Indochina,yes
CZH,Zhou,Chinese Ideas,chinese_ideas,China,Xinan,yes
CSH,Shun,Great Shun Ideas,CSH_ideas,China,North China,no
CXI,Xi,Chinese Ideas,chinese_ideas,China,South China,no
YUA,Yuan,Great Yuan Ideas,YUA_ideas,China,North China,yes
FRM,Tungning,Chinese Ideas,chinese_ideas,China,South China,no
ILK,Ilkhanate,Ilkhanid Ideas,ILK_ideas,Persia,Persia,yes
KLM,Kalmyk,Horde Ideas,horde_ideas,Eastern Europe,Pontic Steppe,no
MGE,Mongol Empire,Mongolian Ideas,KHA_ideas,Tartary,Mongolia,yes
SOO,So,So Ideas,SOO_ideas,Far East,Japan,no
NVK,Nivkh,Siberian Ideas,siberian_ideas,Far East,Manchuria,no
SOL,Solon,Evenk Ideas,evenk_ideas,Far East,Manchuria,no
EJZ,Nanai,Jurchen Ideas,MJZ_ideas,Far East,Manchuria,no
NHX,Orochoni,Jurchen Ideas,MJZ_ideas,Far East,Manchuria,no
MYR,Xibe,Jurchen Ideas,MJZ_ideas,Far East,Manchuria,no
MHX,Haixi,Jurchen Ideas,MJZ_ideas,Far East,Manchuria,no
MJZ,Jianzhou,Jurchen Ideas,MJZ_ideas,Far East,Manchuria,no
KRC,Korchin,Horde Ideas,horde_ideas,Tartary,Mongolia,no
KLK,Khalkha,Mongolian Ideas,KHA_ideas,Tartary,Mongolia,yes
HMI,Kara Del,Horde Ideas,horde_ideas,Tartary,Mongolia,no
ZUN,Dzungar,Oirat Ideas,OIR_ideas,Tartary,Mongolia,yes
KAS,Yarkand,Yarkandi Ideas,KAS_ideas,Tartary,Central Asia,no
CHH,Chahar,Horde Ideas,horde_ideas,Tartary,Mongolia,no
KSD,Khoshuud,Horde Ideas,horde_ideas,Tartary,Tibet,yes
SYG,Sarig Yogir,Horde Ideas,horde_ideas,Tartary,Tibet,no
UTS,Tsang,Tibetan Ideas,TIB_ideas,Tartary,Tibet,no
KAM,Kham,Tibetan Ideas,TIB_ideas,Tartary,Tibet,no
GUG,Guge,Tibetan Ideas,TIB_ideas,Tartary,Tibet,no
PHA,U,Tibetan Ideas,TIB_ideas,Tartary,Tibet,no
CDL,Dali,Dali Ideas,CDL_ideas,China,Xinan,no
CYI,Yi,Yi Ideas,CYI_ideas,China,Xinan,no
CMI,Miao,Miao Ideas,CMI_ideas,China,South China,no
MIN,Min,Chinese Ideas,chinese_ideas,China,South China,no
YUE,Yue,Chinese Ideas,chinese_ideas,China,South China,no
SHU,Shu,Chinese Ideas,chinese_ideas,China,Xinan,no
NNG,Ning,Chinese Ideas,chinese_ideas,China,South China,no
CHC,Chu,Chinese Ideas,chinese_ideas,China,South China,no
TNG,Tang,Chinese Ideas,chinese_ideas,China,North China,no
WUU,Wu,Chinese Ideas,chinese_ideas,China,South China,no
QIC,Qi,Chinese Ideas,chinese_ideas,China,North China,no
YAN,Yan,Chinese Ideas,chinese_ideas,China,North China,no
JIN,Jin,Chinese Ideas,chinese_ideas,China,North China,no
LNG,Liang,Chinese Ideas,chinese_ideas,China,North China,no
QIN,Qin,Chinese Ideas,chinese_ideas,China,North China,no
HUA,Huai,Chinese Ideas,chinese_ideas,China,South China,no
CGS,Changsheng,Chinese Ideas,chinese_ideas,China,South China,no
BAL,Baluchistan,Baluch Ideas,BAL_ideas,Persia,Khorasan,no
BNG,Bengal,Bengal Sultanate Ideas,BNG_ideas,India,Bengal,no
BIJ,Bijapur,Deccani Sultanate Ideas,deccani_muslim_ideas,India,Deccan,no
BAH,Bahmanis,Bahmani Ideas,BAH_ideas,India,Deccan,no
DLH,Delhi,Delhian Ideas,DLH_ideas,India,Hindustan,yes
GOC,Golkonda,Telugu Ideas,telugu_ideas,India,Deccan,no
DEC,Deccan,Deccani Ideas,DEC_ideas,India,Deccan,yes
MAR,Marathas,Maratha Ideas,MAR_ideas,India,Deccan,yes
MUG,Mughals,Mughal Ideas,MUG_ideas,India,Hindustan,yes
MYS,Mysore,Mysorean Ideas,MYS_ideas,India,Deccan,no
VIJ,Vijayanagar,Vijayanagar Ideas,VIJ_ideas,India,Deccan,no
AHM,Ahmednagar,Deccani Sultanate Ideas,deccani_muslim_ideas,India,Deccan,no
ASS,Assam,Assamese Ideas,ASS_ideas,India,Bengal,no
GUJ,Gujarat,Gujarat Sultanate Ideas,GUJ_ideas,India,Western India,no
JNP,Jaunpur,Jaunpuri Ideas,JNP_ideas,India,Hindustan,no
MAD,Madurai,South Indian Ideas,dravidian_ideas,India,Coromandel,no
MLW,Malwa,Malvi Ideas,MLW_ideas,India,Western India,no
MAW,Marwar,Rajput Ideas,rajput_ideas,India,Western India,no
MER,Mewar,Mewari Ideas,MER_ideas,India,Western India,no
MUL,Multan,Indian Sultanate Ideas,indian_muslim_ideas,India,Hindustan,no
NAG,Nagpur,Nagpuri Ideas,NAG_ideas,India,Deccan,yes
NPL,Nepal,Nepali Ideas,NPL_ideas,India,Hindustan,yes
ORI,Orissa,Orissan Ideas,ORI_ideas,India,Bengal,yes
PUN,Punjab,Punjabi Ideas,PUN_ideas,India,Hindustan,yes
SND,Sindh,Sindhi Ideas,SND_ideas,India,Western India,no
BRR,Berar,Deccani Sultanate Ideas,deccani_muslim_ideas,India,Deccan,no
JAN,Jangladesh,Rajput Ideas,rajput_ideas,India,Western India,no
KRK,Carnatic,Deccani Sultanate Ideas,deccani_muslim_ideas,India,Coromandel,no
GDW,Garha,Gond Ideas,central_indic_ideas,India,Deccan,no
GRJ,Garjat,Garjati Ideas,garjati_ideas,India,Bengal,no
GWA,Gwalior,Maratha Ideas,MAR_ideas,India,Hindustan,no
DHU,Dhundhar,Dhundhari Ideas,DHU_ideas,India,Western India,no
KSH,Kashmir,Indian Sultanate Ideas,indian_muslim_ideas,India,Hindustan,no
KLN,Keladi,South Indian Ideas,dravidian_ideas,India,Deccan,no
KHD,Khandesh,Deccani Sultanate Ideas,deccani_muslim_ideas,India,Western India,no
ODH,Oudh,Indian Sultanate Ideas,indian_muslim_ideas,India,Hindustan,no
VND,Venad,Malabari Ideas,malabari_ideas,India,Deccan,no
MAB,Calicut,Malabari Ideas,malabari_ideas,India,Deccan,no
MEW,Mewat,Indian Sultanate Ideas,indian_muslim_ideas,India,Western India,no
BDA,Baroda,Maratha Ideas,MAR_ideas,India,Western India,no
BST,Bastar,Gond Ideas,central_indic_ideas,India,Bengal,no
BHU,Bhutan,Tibetan Ideas,TIB_ideas,Tartary,Tibet,no
BND,Bundelkhand,Vindhyan Ideas,vindhyan_ideas,India,Hindustan,no
CEY,Kotte,Sinhalese Ideas,CEY_ideas,India,Coromandel,no
JSL,Jaisalmer,Rajput Ideas,rajput_ideas,India,Western India,no
KAC,Kachar,Bengali Ideas,bengali_ideas,India,Bengal,no
KMT,Koch,Bengali Ideas,bengali_ideas,India,Bengal,no
KGR,Kangra,Kangra Ideas,KGR_ideas,India,Hindustan,no
KAT,Kutch,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
KOC,Kochin,Malabari Ideas,malabari_ideas,India,Deccan,no
MLB,Manipur,Manipur Ideas,MLB_ideas,India,Bengal,no
HAD,Hadoti,Rajput Ideas,rajput_ideas,India,Hindustan,no
NGA,Nagaur,Indian Sultanate Ideas,indian_muslim_ideas,India,Western India,no
RMP,Rohilkhand,Indian Sultanate Ideas,indian_muslim_ideas,India,Hindustan,no
LDK,Ladakh,Ladakh Ideas,LDK_ideas,India,Hindustan,no
BGL,Baghelkhand,Vindhyan Ideas,vindhyan_ideas,India,Hindustan,no
JFN,Jaffna,South Indian Ideas,dravidian_ideas,India,Coromandel,no
PTA,Patiala,National Ideas,default_ideas,India,Hindustan,no
GHR,Garhwal,Garhwali Ideas,GHR_ideas,India,Hindustan,no
CHD,Chanda,Gond Ideas,central_indic_ideas,India,Deccan,no
NGP,Jharkhand,Garjati Ideas,garjati_ideas,India,Bengal,no
JAJ,Habsan,Siddi Ideas,JAJ_ideas,India,Deccan,no
TRT,Tirhut,Tirhuti Ideas,TRT_ideas,India,Hindustan,no
CMP,Rewa Kantha,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
BGA,Baglana,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
TPR,Tripura,Tripuran Ideas,TPR_ideas,India,Bengal,no
SDY,Sadiya,Sadiyan Ideas,SDY_ideas,India,Bengal,no
BHA,Bharat,Bharathi Ideas,BHA_ideas,India,Hindustan,yes
YOR,Andhra,Telugu Ideas,telugu_ideas,India,Coromandel,no
DGL,Maldives,Deccani Sultanate Ideas,deccani_muslim_ideas,East Indies,Malaya,no
MBL,Bishnupur,Bengali Ideas,bengali_ideas,India,Bengal,no
SKK,Sikkim,Nepalese Princedom Ideas,nepalese_minor_ideas,Tartary,Tibet,no
IDR,Idar,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
JLV,Jhalavad,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
PTL,Palitana,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
NVR,Navanagar,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
RJK,Rajkot,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
JGD,Junagarh,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
PRB,Porbandar,Gujarati Princedom Ideas,gujarati_ideas,India,Western India,no
PAN,Kalinjar,Vindhyan Ideas,vindhyan_ideas,India,Hindustan,no
KLP,Kalpi,Indian Sultanate Ideas,indian_muslim_ideas,India,Hindustan,no
SBP,Sambalpur,Garjati Ideas,garjati_ideas,India,Bengal,no
PTT,Patna,Garjati Ideas,garjati_ideas,India,Bengal,no
RTT,Ratanpur,Gond Ideas,central_indic_ideas,India,Bengal,no
KLH,Kalahandi,Garjati Ideas,garjati_ideas,India,Bengal,no
KJH,Keonhjar,Garjati Ideas,garjati_ideas,India,Bengal,no
PRD,Parlakhimidi,Garjati Ideas,garjati_ideas,India,Bengal,no
JPR,Jeypore,Garjati Ideas,garjati_ideas,India,Bengal,no
SRG,Surguja,Garjati Ideas,garjati_ideas,India,Hindustan,no
KND,Kandy,Sinhalese Ideas,CEY_ideas,India,Coromandel,no
TLG,Telingana,Telugu Ideas,telugu_ideas,India,Deccan,no
KLT,Kolathunad,Malabari Ideas,malabari_ideas,India,Deccan,no
DNG,Dang,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
DTI,Doti,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
GRK,Gorkha,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
JML,Jumla,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
LWA,Limbuwan,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
MKP,Makwanpur,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
SRM,Sirmur,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
KTU,Kathmandu,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
KMN,Kumaon,Nepalese Princedom Ideas,nepalese_minor_ideas,India,Hindustan,no
GNG,Gingee,South Indian Ideas,dravidian_ideas,India,Coromandel,no
TNJ,Tanjore,South Indian Ideas,dravidian_ideas,India,Coromandel,no
SRH,Sirhind,Indian Sultanate Ideas,indian_muslim_ideas,India,Hindustan,no
RJP,Rajputana,Rajputana ideas,RJP_ideas,India,Hindustan,yes
BAR,Bar,French Ducal Ideas,french_culture_ideas,Western Europe,France,no
HSA,Lübeck,Hanseatic Ideas,HSA_ideas,Western Europe,North Germany,yes
SMO,Smolensk,Smolenskian Ideas,SMO_ideas,Eastern Europe,Ruthenia,no
NZH,Nizhny Novgorod,Nizhny Novgorod Ideas,NZH_ideas,Eastern Europe,Ural,no
KOJ,Jerusalem,Jerusalem Ideas,jerusalem_ideas,Levant,Mashriq,yes
MSA,Malaya,Malayan Ideas,MSA_ideas,East Indies,Malaya,yes
HIN,Hindustan,Hindustani Ideas,HIN_ideas,India,Hindustan,yes
ABE,Abenaki,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
APA,Apache,American Southwest Ideas,sw_native_ideas,Central America,California,no
ASI,Assiniboine,Plains Native Ideas,plains_native_ideas,North America,Hudson Bay,no
BLA,Blackfoot,Plains Native Ideas,plains_native_ideas,North America,Hudson Bay,no
CAD,Caddo,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
CHI,Chickasaw,Chickasaw Ideas,CHICK_ideas,North America,Mississippi,no
CHO,Choctaw,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
CHY,Cheyenne,Plains Native Ideas,plains_native_ideas,North America,Hudson Bay,no
COM,Comanche,Plains Native Ideas,plains_native_ideas,North America,Great Plains,no
FOX,Fox,Plains Native Ideas,plains_native_ideas,North America,Great Lakes,no
ILL,Illiniwek,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,yes
LEN,Lenape,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
MAH,Mahican,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
MIK,Mikmaq,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
MMI,Miami,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,no
NAH,Navajo,American Southwest Ideas,sw_native_ideas,Central America,California,no
OJI,Ojibwe,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,no
OSA,Osage,Plains Native Ideas,plains_native_ideas,North America,Great Lakes,no
OTT,Ottawa,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
PAW,Pawnee,Plains Native Ideas,plains_native_ideas,North America,Great Plains,no
PEQ,Pequot,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
PIM,Pima,American Southwest Ideas,sw_native_ideas,Central America,California,no
POT,Potawatomi,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,yes
POW,Powhatan,Northeastern Woodlands Ideas,ne_native_ideas,North America,Southeast,no
PUE,Pueblo,Pueblo Ideas,PUE_ideas,Central America,California,no
SHO,Shoshone,Plains Native Ideas,plains_native_ideas,North America,Cascadia,no
SIO,Sioux,Siouan Federation Ideas,siouan_federation_ideas,North America,Great Lakes,yes
SUS,Susquehannock,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
