tag,change,name,file,culture,religion
#AHT,commented_out,Hata,east_asia.txt,kyushu_culture,shinto
#ARI,commented_out,Arima,east_asia.txt,kyushu_culture,shinto
#OKR,commented_out,Okura,east_asia.txt,kyushu_culture,shinto
#TMD,commented_out,Tsuchimochi,east_asia.txt,kyushu_culture,shinto
#KJK,commented_out,Kajiki,east_asia.txt,kyushu_culture,shinto
#HSR,commented_out,Hishikari,east_asia.txt,kyushu_culture,shinto
#SIB,commented_out,Sibe,east_asia.txt,sibe_culture,tungusic_shamanism
#KAD,commented_out,Kam,east_asia.txt,kam_culture,kam_religion
#OSA,commented_out,Osaka,east_asia.txt,saigoku_culture,shinto
#IKO,commented_out,Ikko-Ikki,east_asia.txt,saigoku_culture,shinto
#COO,commented_out,Coosa,eastcoast.txt,coosa_culture,mississippian_ceremonial
#OTL,commented_out,Otali,eastcoast.txt,otali_culture,mississippian_ceremonial
#COW,commented_out,Coweta,eastcoast.txt,coweta_culture,mississippian_ceremonial
#TUC,commented_out,Tuckabatchee,eastcoast.txt,tuckabatchee_culture,mississippian_ceremonial
#EUF,commented_out,Eufaula,eastcoast.txt,eufaula_culture,mississippian_ceremonial
#CPQ,commented_out,,eastcoast.txt,sawokli_culture,mississippian_ceremonial
#TOA,commented_out,,eastcoast.txt,tamathli_culture,mississippian_ceremonial
#OCT,commented_out,,eastcoast.txt,oconee_culture,mississippian_ceremonial
#HIT,commented_out,,eastcoast.txt,hitchiti_culture,mississippian_ceremonial
#ALA,commented_out,,eastcoast.txt,alabama_culture,mississippian_ceremonial
#KST,commented_out,,eastcoast.txt,koasati_culture,mississippian_ceremonial
#CHC,commented_out,,eastcoast.txt,choctaw_culture,mississippian_ceremonial
#CHS,commented_out,,eastcoast.txt,chickasaw_culture,mississippian_ceremonial
#QGM,commented_out,,eastcoast.txt,taensa_culture,mississippian_ceremonial
#QUZ,commented_out,,eastcoast.txt,chakchiuma_culture,mississippian_ceremonial
#NCZ,commented_out,,eastcoast.txt,natchez_culture,mississippian_ceremonial
#GUL,commented_out,,eastcoast.txt,guale_culture,mississippian_ceremonial
#APA,commented_out,,eastcoast.txt,apalachee_culture,mississippian_ceremonial
#KSK,commented_out,,eastcoast.txt,kaskinampo_culture,mississippian_ceremonial
#KAW,commented_out,,eastcoast.txt,kansa_culture,mississippian_ceremonial
#UMO,commented_out,,eastcoast.txt,omaha_culture,mississippian_ceremonial
#WZZ,commented_out,,eastcoast.txt,osage_culture,mississippian_ceremonial
#PPK,commented_out,,eastcoast.txt,ponca_culture,mississippian_ceremonial
#UGX,commented_out,,eastcoast.txt,quapaw_culture,mississippian_ceremonial
#GWY,commented_out,,eastcoast.txt,guwahiyi_culture,mississippian_ceremonial
#GDW,commented_out,,eastcoast.txt,cherokee_culture,mississippian_ceremonial
#TSO,commented_out,,eastcoast.txt,tsoyaha_culture,mississippian_ceremonial
#CFQ,commented_out,,eastcoast.txt,issati_culture,mississippian_ceremonial
#JOA,commented_out,,eastcoast.txt,catawba_culture,mississippian_ceremonial
#ACL,commented_out,,eastcoast.txt,acolapissa_culture,mississippian_ceremonial
#MBL,commented_out,,eastcoast.txt,mobile_culture,mississippian_ceremonial
#CTT,commented_out,,eastcoast.txt,chatot_culture,mississippian_ceremonial
#YMS,commented_out,,eastcoast.txt,yamasee_culture,mississippian_ceremonial
#CSB,commented_out,,eastcoast.txt,cusabo_culture,mississippian_ceremonial
#HCK,commented_out,,eastcoast.txt,hocak_culture,mississippian_ceremonial
#BXJ,commented_out,,eastcoast.txt,baxoje_culture,mississippian_ceremonial
#OFO,commented_out,,eastcoast.txt,ofo_culture,mississippian_ceremonial
#TKS,commented_out,,eastcoast.txt,taneks_culture,mississippian_ceremonial
#MTN,commented_out,,eastcoast.txt,moneton_culture,mississippian_ceremonial
#MNC,commented_out,,eastcoast.txt,monacan_culture,mississippian_ceremonial
#TTL,commented_out,,eastcoast.txt,tutelo_culture,mississippian_ceremonial
#WCM,commented_out,,eastcoast.txt,waccamaw_culture,mississippian_ceremonial
#TMC,commented_out,,eastcoast.txt,timucua_culture,mississippian_ceremonial
#CLS,commented_out,,eastcoast.txt,calusa_culture,mississippian_ceremonial
#AIX,commented_out,,eastcoast.txt,ais_culture,mississippian_ceremonial
#TBG,commented_out,,eastcoast.txt,tocobaga_culture,mississippian_ceremonial
#NTT,commented_out,,eastcoast.txt,nottoway_culture,iroquoian_totemism
#SKR,commented_out,,eastcoast.txt,skarureh_culture,iroquoian_totemism
#WRO,commented_out,,eastcoast.txt,wenrohronon_culture,iroquoian_totemism
#KEN,commented_out,,eastcoast.txt,kentaientonga_culture,iroquoian_totemism
#ERI,commented_out,,eastcoast.txt,erielhonan_culture,iroquoian_totemism
#HON,commented_out,,eastcoast.txt,honniasont_culture,iroquoian_totemism
#ONJ,commented_out,,eastcoast.txt,onojutta_culture,iroquoian_totemism
#CTN,commented_out,,eastcoast.txt,carantouan_culture,iroquoian_totemism
#AKY,commented_out,,eastcoast.txt,atrakwaye_culture,iroquoian_totemism
#PML,commented_out,,eastcoast.txt,pamlico_culture,midewiwin_religion
#DOE,commented_out,,eastcoast.txt,doeg_culture,midewiwin_religion
#PSC,commented_out,,eastcoast.txt,piscataway_culture,midewiwin_religion
#NTK,commented_out,,eastcoast.txt,nanticoke_culture,midewiwin_religion
#RPP,commented_out,,eastcoast.txt,rappahannock_culture,midewiwin_religion
#CAA,commented_out,,eastcoast.txt,croatan_culture,midewiwin_religion
#NSM,commented_out,,eastcoast.txt,nansemond_culture,midewiwin_religion
#ACW,commented_out,,eastcoast.txt,accomac_culture,midewiwin_religion
#MMQ,commented_out,,eastcoast.txt,mamaceqtaw_culture,midewiwin_religion
#OSK,commented_out,,eastcoast.txt,osaakiiwaki_culture,midewiwin_religion
#MSK,commented_out,,eastcoast.txt,meskwaki_culture,midewiwin_religion
#KIW,commented_out,,eastcoast.txt,kiwigapawa_culture,midewiwin_religion
#MCT,commented_out,,eastcoast.txt,mascouten_culture,midewiwin_religion
#CLG,commented_out,,eastcoast.txt,chalahgawtha_culture,mississippian_ceremonial
#MKC,commented_out,,eastcoast.txt,mekoche_culture,mississippian_ceremonial
#KPK,commented_out,,eastcoast.txt,kispoko_culture,mississippian_ceremonial
#PKW,commented_out,,eastcoast.txt,pekowi_culture,mississippian_ceremonial
#HAT,commented_out,,eastcoast.txt,hathawekela_culture,mississippian_ceremonial
#BDK,commented_out,,eastcoast.txt,bodewadomik_culture,midewiwin_religion
#TMW,commented_out,,eastcoast.txt,inoka_culture,mississippian_ceremonial
#KHK,commented_out,,eastcoast.txt,kahokiaki_culture,mississippian_ceremonial
#PEO,commented_out,,eastcoast.txt,peewareewa_culture,midewiwin_religion
#AKG,commented_out,,eastcoast.txt,atchakangouen_culture,mississippian_ceremonial
#PEP,commented_out,,eastcoast.txt,myaamia_culture,midewiwin_religion
#WEA,commented_out,,eastcoast.txt,wea_culture,mississippian_ceremonial
#UNA,commented_out,,eastcoast.txt,unami_culture,midewiwin_religion
#MNS,commented_out,,eastcoast.txt,munsee_culture,midewiwin_religion
#UNL,commented_out,,eastcoast.txt,unalachtigo_culture,midewiwin_religion
#MCN,commented_out,,eastcoast.txt,mahican_culture,midewiwin_religion
#QRP,commented_out,,eastcoast.txt,quiripi_culture,midewiwin_religion
#PCT,commented_out,,eastcoast.txt,pocumtuck_culture,midewiwin_religion
#PQT,commented_out,,eastcoast.txt,pequot_culture,midewiwin_religion
#NRG,commented_out,,eastcoast.txt,narraganset_culture,midewiwin_religion
#WMG,commented_out,,eastcoast.txt,wampanoag_culture,midewiwin_religion
#MSC,commented_out,,eastcoast.txt,massachusett_culture,midewiwin_religion
#DON,commented_out,,horn_of_africa.txt,nubian,miaphysite
#AFR,commented_out,,horn_of_africa.txt,oromo_culture,waaqeffanna_religion
#KUN,commented_out,,horn_of_africa.txt,kunama_culture,anna_religion
#SOY,commented_out,Soyo,kongo.txt,solongo,bantu_religion
#OVI,commented_out,Ovimbundu,kongo.txt,ovimbundu,bantu_religion
#LBA,commented_out,Luba,kongo.txt,luba,bantu_religion
#KUB,commented_out,Kuba,kongo.txt,kuba,bantu_religion
#LEG,commented_out,Lega,kongo.txt,lega,bantu_religion
#VIL,commented_out,Vili,kongo.txt,vili,bantu_religion
#TKE,commented_out,Bateke,kongo.txt,teke,bantu_religion
#ABD,commented_out,Ambundu,kongo.txt,ambundu,bantu_religion
#CBD,commented_out,Cabinda,kongo.txt,cabinda,bantu_religion
#YAK,commented_out,Yaka,kongo.txt,yaka,bantu_religion
#QEQ,commented_out,Qʼeqchiʼ,mesoamerica.txt,qeqchi_culture,mayan
#TOJ,commented_out,Tojolabal,mesoamerica.txt,tojolabal_culture,mayan
#TOQ,commented_out,Toquegua,mesoamerica.txt,toquegua_culture,mayan
#NPO,commented_out,Ngati Porou,polynesia.txt,maori_culture,tapu_religion
#NKH,commented_out,Ngati Kahungunu,polynesia.txt,maori_culture,tapu_religion
#NTH,commented_out,Ngai Tuhoe,polynesia.txt,maori_culture,tapu_religion
#PUH,commented_out,Ngapuhi,polynesia.txt,maori_culture,tapu_religion
#BUB,commented_out,Burebasagan,polynesia.txt,itaukei_culture,itaukei_religion
#KBN,commented_out,Kubuan,polynesia.txt,itaukei_culture,itaukei_religion
#TOV,commented_out,Tovatan,polynesia.txt,itaukei_culture,itaukei_religion
#TWA,commented_out,,south_africa.txt,tswana_culture,badimo_religion
#SOT,commented_out,,south_africa.txt,sotho_culture,badimo_religion
#VED,commented_out,,south_africa.txt,venda_culture,bantu_religion
#ASL,commented_out,Orang Asli,south_east_asia.txt,orang_asli_culture,orang_asli_religion
#KMU,commented_out,Khmu,south_east_asia.txt,khmu_culture,satsana_phi
#TRG,commented_out,,west_africa.txt,tuareg,sunni
#KOT,commented_out,,west_africa.txt,sao_culture,sao_religion
#ZGW,commented_out,,west_africa.txt,zaghawa_culture,karama_religion
#KLP,commented_out,,westcoast.txt,kalapuyan_culture,pomo_shamanism
#CNK,commented_out,,westcoast.txt,chinook_culture,pomo_shamanism
#TSA,commented_out,,westcoast.txt,chehalis_culture,salishan_totemism
#MKH,commented_out,,westcoast.txt,makah_culture,salishan_totemism
#SKL,commented_out,,westcoast.txt,sklallam_culture,salishan_totemism
#TWN,commented_out,,westcoast.txt,twana_culture,salishan_totemism
#LHT,commented_out,,westcoast.txt,lushootseed_culture,salishan_totemism
#LHQ,commented_out,,westcoast.txt,lummi_culture,salishan_totemism
#HLM,commented_out,,westcoast.txt,halkomelem_culture,salishan_totemism
#SQH,commented_out,,westcoast.txt,squamish_culture,salishan_totemism
#KMK,commented_out,,westcoast.txt,k_omoks_culture,salishan_totemism
#NOO,commented_out,,westcoast.txt,nootka_culture,salishan_totemism
#KWA,commented_out,,westcoast.txt,kwakiutl_culture,salishan_totemism
#OOW,commented_out,,westcoast.txt,oowekyala_culture,salishan_totemism
#NUX,commented_out,,westcoast.txt,nuxalc_culture,salishan_totemism
#HLK,commented_out,,westcoast.txt,heiltsuk_culture,salishan_totemism
#HLA,commented_out,,westcoast.txt,haisla_culture,salishan_totemism
#TMH,commented_out,,westcoast.txt,tsimshian_culture,dene_totemism
#XDA,commented_out,,westcoast.txt,haida_culture,dene_totemism
#TLG,commented_out,,westcoast.txt,tlingit_culture,dene_totemism
