region,tags,age,advance,eu5_modifiers,eu4_modifiers
india_hindustan,NPL,1,abm_npl_ideas_tradition_2,army_reinforce_efficiency=0.10,manpower_recovery_speed=0.1
india_hindustan,NPL,2,abm_divya_upadesh,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
india_hindustan,NPL,2,abm_land_of_peaks,global_defensive=0.15,defensiveness=0.15
india_hindustan,NPL,3,abm_valleys_united,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_hindustan,NPL,3,abm_rajput_refugees,monthly_army_tradition=0.05,army_tradition=0.5
india_hindustan,NPL,4,abm_royal_kumari,land_morale_modifier=0.10,land_morale=0.10
india_hindustan,NPL,4,abm_gurkha_recruits,army_heavy_infantry_power=0.10,infantry_power=0.1
india_hindustan,NPL,5,abm_envelopment_and_blockade,siege_ability=0.10,leader_siege=1
india_hindustan,NPL,6,abm_npl_ideas_ambition,discipline=0.05,discipline=0.05
india_hindustan,MUG,1,abm_mug_ideas_tradition_1,global_integration_speed_modifier=0.25,core_creation=-0.25
india_hindustan,MUG,1,abm_mug_ideas_tradition_2,army_heavy_cavalry_power=0.20,cavalry_power=0.20
india_hindustan,MUG,2,mansabdari_system,discipline=0.05,discipline=0.05
india_hindustan,MUG,2,control_of_the_ulema,pop_join_rebel_threshold=-0.05,global_unrest=-1
india_hindustan,MUG,3,mughal_ibadat_khana,research_speed_modifier=0.10,idea_cost=-0.1
india_hindustan,MUG,3,an_indian_padshah,government_reforms=1,free_mil_policy=1
india_hindustan,MUG,4,zabt_system,tax_income_efficiency=0.05,global_tax_modifier=0.15
india_hindustan,MUG,4,mughal_architecture,monthly_prestige=0.10,prestige=1
india_hindustan,MUG,5,fatawa_e_alamgiri,stability_cost_efficiency=0.10,stability_cost_modifier=-0.10
india_hindustan,MUG,6,abm_mug_ideas_ambition,research_speed_modifier=0.05,technology_cost=-0.05
india_hindustan,PUN,1,abm_pun_ideas_tradition_1,tolerance_own=1,religious_unity=0.25
india_hindustan,PUN,1,abm_pun_ideas_tradition_2,land_morale_modifier=0.10,land_morale=0.10
india_hindustan,PUN,2,abm_breadbasket_of_india,global_max_rgo_size_modifier=0.10,global_trade_goods_size_modifier=0.10
india_hindustan,PUN,2,abm_encourage_indo_persian_trade,selling_efficiency=small_trade_efficiency_bonus|export_efficiency=small_trade_efficiency_bonus,trade_efficiency=0.1
india_hindustan,PUN,3,abm_punjabi_textile_industry,global_production_efficiency=large_production_efficiency_bonus,production_efficiency=0.15
india_hindustan,PUN,3,abm_foundation_of_the_khalsa,global_manpower_modifier=0.10,global_manpower_modifier=0.2
india_hindustan,PUN,4,abm_gurmukhi_script,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_hindustan,PUN,4,abm_strength_of_the_misls,army_light_cavalry_build_cost_modifier=-0.10|army_heavy_cavalry_build_cost_modifier=-0.10,cavalry_cost=-0.10
india_hindustan,PUN,5,abm_reforming_the_punjabi_army,discipline=0.05,discipline=0.05
india_hindustan,PUN,6,abm_pun_ideas_ambition,army_heavy_cavalry_power=0.10|army_light_cavalry_power=0.10,cavalry_power=0.1
india_hindustan,ABSND,1,abm_bha_ideas_tradition_1,stability_cost_efficiency=0.1,stability_cost_modifier=-0.1
india_hindustan,ABSND,1,abm_bha_ideas_tradition_2,global_distance_from_capital_speed_propagation=0.10,state_maintenance_modifier=-0.15
india_hindustan,ABSND,2,abm_bha_modernized_war_elephants,army_heavy_cavalry_power=0.15,cavalry_power=0.15
india_hindustan,ABSND,2,abm_bha_united_india,cultures_capacity=2,num_accepted_cultures=2
india_hindustan,ABSND,3,abm_bha_sanskrit_golden_age,research_speed_modifier=0.05,technology_cost=-0.05
india_hindustan,ABSND,3,abm_bha_indian_army,discipline=0.05,discipline=0.05
india_hindustan,ABSND,4,abm_bha_ganga,tolerance_own=2,tolerance_own=2
india_hindustan,ABSND,4,abm_bha_brahmin_administration,diplomatic_annexation_efficiency=0.10|global_integration_speed_modifier=0.10,administrative_efficiency=0.05
india_hindustan,ABSND,5,abm_bha_rocketry,army_artillery_power=0.10,artillery_power=0.1
india_hindustan,ABSND,6,abm_bha_ideas_ambition,pop_join_rebel_threshold=-0.05,years_of_nationalism=-5
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,1,abm_nepalese_minor_ideas_tradition_1,land_morale_modifier=0.10,land_morale=0.10
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,1,abm_nepalese_minor_ideas_tradition_2,army_reinforce_efficiency=0.10,manpower_recovery_speed=0.1
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,2,abm_nep_construct_temples,global_build_buildings_efficiency=0.10,build_cost=-0.1
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,2,abm_nep_kashmiri_traders,global_merchant_power=0.20,merchants=1
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,3,abm_nep_new_festivals,tolerance_own=1,tolerance_own=1
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,3,abm_nep_kavindra,monthly_prestige=0.10,prestige=1
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,4,abm_nep_seize_mountain_passes,global_defensive=0.15,defensiveness=0.15
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,4,abm_nep_judicial_reforms,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,5,abm_nep_end_division_of_domains,global_monthly_control=0.001,global_autonomy=-0.05
india_hindustan,KHS|DTI|KMN|GWL|KTU|LWA|CDD,6,abm_nepalese_minor_ideas_ambition,army_heavy_infantry_power=0.10,infantry_power=0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,1,abm_hin_ideas_tradition_1,global_distance_from_capital_speed_propagation=0.10,governing_capacity_modifier=0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,1,abm_hin_ideas_tradition_2,global_manpower_modifier=0.10,global_manpower_modifier=0.2
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,2,abm_hin_sepahi,army_light_infantry_power=0.15,infantry_power=0.15
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,2,abm_hin_persianate_court,government_size=1,advisor_cost=-0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,3,abm_hin_indian_empire,pop_join_rebel_threshold=-0.05,years_of_nationalism=-5
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,3,abm_hin_peacock_throne,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,4,abm_hin_gunpowder_empire,army_light_cavalry_power=0.10|army_light_infantry_power=0.10,fire_damage=0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,4,abm_hin_sufism,global_pop_conversion_speed_modifier=0.20,global_missionary_strength=0.02
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,5,abm_hin_industrialization,global_monthly_prosperity=0.001,development_cost=-0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,6,abm_hin_ideas_ambition,discipline=0.05,discipline=0.05
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,1,abm_indian_muslim_ideas_tradition_1,army_light_cavalry_build_cost_modifier=-0.10|army_heavy_cavalry_build_cost_modifier=-0.10,cavalry_cost=-0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,1,abm_indian_muslim_ideas_tradition_2,army_light_cavalry_power=0.10,cavalry_power=0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,2,abm_tolerate_idol_worshippers_i,tolerance_own=2,religious_unity=0.50
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,2,abm_persian_court,pop_join_rebel_threshold=-0.05,global_unrest=-1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,3,abm_comphrehensive_land_survey,global_estate_max_tax=0.05,global_tax_modifier=0.10
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,3,abm_counting_the_people,global_manpower_modifier=0.10,global_manpower_modifier=0.10
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,4,abm_equality_under_law,global_trade_center_power=0.10,global_trade_power=0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,4,abm_high_court_culture,monthly_prestige=1,prestige=1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,5,abm_sultanate_bureaucracy,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_hindustan,ABCHM|KLI|SRH|LAH|ULN|DEJ,6,abm_indian_muslim_ideas_ambition,army_heavy_infantry_power=0.10,infantry_power=0.1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,1,abm_ldk_ideas_tradition_1,tolerance_own=2,tolerance_own=2
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,1,abm_ldk_ideas_tradition_2,diplomatic_upkeep_efficiency=0.10,diplomatic_upkeep=1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,2,abm_ldk_two_kingdoms,monthly_prestige=0.10,prestige=1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,2,abm_ldk_fortified_mountain_cities,fort_limit_modifier=0.20,fort_maintenance_modifier=-0.2
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,3,abm_ldk_wool_from_the_roof_of_the_world,global_wool_output_modifier=0.20,global_trade_goods_size_modifier=0.1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,3,abm_ldk_great_monasteries,global_build_buildings_efficiency=0.10,build_cost=-0.1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,4,abm_ldk_la_dvags_rgyal_rabs,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,4,abm_ldk_kingdom_united,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_hindustan,SWT|KSH|PNC|RJR,5,abm_ldk_far_away_traders,export_efficiency=0.10,trade_efficiency=0.1
india_hindustan,SWT|KSH|CRL|CTR|GLI|HNZ|RJR|PNC,6,abm_ldk_ideas_ambition,global_defensive=0.20,defensiveness=0.2
india_hindustan,JNP,1,abm_jnp_ideas_tradition_1,army_light_infantry_build_cost_modifier=-0.10|army_heavy_infantry_build_cost_modifier=-0.10,infantry_cost=-0.1
india_hindustan,JNP,1,abm_jnp_ideas_tradition_2,diplomatic_upkeep_efficiency=0.10,diplomatic_upkeep=1
india_hindustan,JNP,2,abm_jnp_purbias,army_light_infantry_power=0.10|army_light_cavalry_power=0.10,fire_damage=0.1
india_hindustan,JNP,2,abm_shiraz_e_hind,absorb_institutions_cost_modifier=-0.10,global_institution_spread=0.1
india_hindustan,JNP,3,abm_jnp_sants_and_sufis,tolerance_own=2,religious_unity=0.5
india_hindustan,JNP,3,abm_jaunpuri_architecture,global_monthly_prosperity=0.001,development_cost=-0.1
india_hindustan,JNP,4,abm_jnp_gangetic_plain,global_food_output_modifier=0.20,global_trade_goods_size_modifier=0.1
india_hindustan,JNP,4,abm_jnp_hindusthani_classical_music,monthly_prestige=0.10,prestige=1
india_hindustan,JNP,5,abm_modernization_of_jaunpuri_army,army_heavy_infantry_power=0.10,infantry_power=0.1
india_hindustan,JNP,6,abm_jnp_ideas_ambition,global_trade_center_power=0.05,global_trade_power=0.10
india_hindustan,KGR|KLU|KTL|BSP|SKT,1,abm_kgr_ideas_tradition_1,,hostile_attrition=1.0
india_hindustan,KGR|KLU|KTL|BSP|SKT,1,abm_kgr_ideas_tradition_2,,global_tax_modifier=0.1
india_hindustan,KGR|KLU|KTL|BSP|SKT,2,abm_kgr_katoch_lineage,,prestige_decay=-0.01
india_hindustan,KGR|KLU|KTL|BSP|SKT,2,abm_kgr_riches_of_the_kangra_valley,,global_manpower_modifier=0.1
india_hindustan,KGR|KLU|KTL|BSP|SKT,3,abm_kgr_martial_heritage,,land_morale=0.1
india_hindustan,KGR|KLU|KTL|BSP|SKT,3,abm_kgr_hill_forts,,fort_maintenance_modifier=-0.1|garrison_size=0.1
india_hindustan,KGR|KLU|KTL|BSP|SKT,4,abm_kgr_strengthen_the_mountain_trade,global_own_trade_power=0.15,caravan_power=0.15
india_hindustan,KGR|KLU|KTL|BSP|SKT,4,abm_kgr_pahari_paintings,monthly_prestige=0.10,prestige=1
india_hindustan,KGR|KLU|KTL|BSP|SKT,5,abm_kgr_tigers_of_the_himalayas,discipline=0.05,discipline=0.05
india_hindustan,KGR|KLU|KTL|BSP|SKT,6,abm_kgr_ideas_ambition,pop_join_rebel_threshold=-0.05,global_unrest=-1
india_western,RJP,1,abm_rjp_ideas_tradition_1,government_reform_slots=1,free_mil_policy=1
india_western,RJP,1,abm_rjp_ideas_tradition_2,land_morale_modifier=0.10,land_morale=0.1
india_western,RJP,2,abm_rjp_imperial_legacy,global_integration_speed_modifier=0.15,core_creation=-0.15
india_western,RJP,2,abm_rjp_land_of_petty_princes,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_western,RJP|ABRJS,3,abm_marwari_horses,army_light_cavalry_power=0.15|army_movement_speed=0.10,cavalry_power=0.15|movement_speed=0.1
india_western,RJP,3,abm_rjp_purbia_legacy,,fire_damage=0.1
india_western,RJP,4,abm_rjp_protectors_of_the_dharma,tolerance_own=2,tolerance_own=2
india_western,RJP,4,abm_rjp_expanded_artillery_arm,army_artillery_cost_modifier=-0.15,artillery_cost=-0.15
india_western,RJP,5,abm_rjp_monumental_architecture,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_western,RJP,6,abm_rjp_ideas_ambition,discipline=0.05,discipline=0.05
india_western,ABRJS,1,abm_rajput_ideas_tradition_1,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
india_western,ABRJS,1,abm_rajput_ideas_tradition_2,regiment_reinforcement_speed=0.10,manpower_recovery_speed=0.1
india_western,ABRJS,2,abm_clan_loyalties,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_western,ABRJS,2,abm_fortifying_rajputana,global_defensive=0.15,defensiveness=0.15
india_western,ABRJS,3,abm_rajput_resistance,monthly_war_exhaustion=-0.05,war_exhaustion=-0.03
india_western,ABRJS,4,abm_rajput_painting_school,monthly_prestige=0.10,prestige=1
india_western,ABRJS,4,abm_rajput_martial_ethos,army_artillery_power=0.10,leader_land_fire=1
india_western,ABRJS,5,abm_marwari_trading_houses,selling_efficiency=small_trade_efficiency_bonus|export_efficiency=small_trade_efficiency_bonus,trade_efficiency=0.10
india_western,ABRJS,6,abm_rajput_ideas_ambition,discipline=0.05,discipline=0.05
india_western,GUJ,1,abm_gujarati_ideas_tradition_1,global_merchant_power=0.20,merchants=1
india_western,GUJ,1,abm_gujarati_ideas_tradition_2,fort_limit_modifier=0.15,fort_maintenance_modifier=-0.15
india_western,GUJ,2,abm_guj_kathiawari_horses,army_light_cavalry_power=0.10,cavalry_power=0.1
india_western,GUJ,2,abm_guj_trading_outposts,global_trade_through_owned_territory_cost_modifier=0.10,global_own_trade_power=0.1
india_western,GUJ,3,abm_guj_jain_bankers,bank_interest=-0.01,interest=-1
india_western,GUJ,3,abm_guj_rajput_dynasties,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
india_western,GUJ,4,abm_guj_protect_dwarkadhish_temple,tolerance_own=1,tolerance_own=1
india_western,GUJ,4,abm_guj_ashapura_mata,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_western,GUJ,5,abm_guj_african_trade,trade_range_modifier=0.20,trade_range_modifier=0.2
india_western,GUJ,6,abm_gujarati_ideas_ambition,trade_income=0.10,trade_efficiency=0.1
india_western,SND,1,abm_snd_ideas_tradition_1,global_levy_size_modifier=0.25,land_forcelimit_modifier=0.25
india_western,SND,1,abm_snd_ideas_tradition_2,number_of_allowed_religious_figures=1,missionaries=1
india_western,SND,2,abm_snd_enduring_dynasty,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
india_western,SND,2,abm_snd_bab_ul_islam,global_pop_conversion_speed_modifier=0.20,global_missionary_strength=0.02
india_western,SND,3,abm_snd_gujarati_connections,global_merchant_power=0.20,placed_merchant_power=5
india_western,SND,3,abm_snd_makli_necropolis,tolerance_own=1,tolerance_own=1
india_western,SND,4,abm_snd_end_judicial_corruption,stability_decay=-0.10,yearly_corruption=-0.1
india_western,SND,4,abm_snd_oversee_rise_of_thatta,global_build_buildings_cost=-0.10,build_cost=-0.1
india_western,SND,5,abm_snd_recruit_baloch_tribesmen,discipline=0.025,mercenary_discipline=0.025
india_western,SND,6,abm_snd_ideas_ambition,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,1,abm_guj_ideas_tradition_1,global_merchant_power=0.10,global_ship_trade_power=0.1
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,1,abm_guj_ideas_tradition_2,army_heavy_infantry_power=0.10,infantry_power=0.1
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,2,abm_garba,clergy_estate_target_satisfaction=medium_permanent_target_satisfaction,religious_unity=0.5
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,2,abm_jain_routes,trade_range_modifier=0.20,trade_range_modifier=0.2
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,3,abm_gujarati_lipi,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,3,abm_merchant_diaspora,navy_light_ship_build_cost_modifier=-0.20,light_ship_cost=-0.2
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,4,abm_spice_trade,global_merchant_power=0.20,global_prov_trade_power_modifier=0.2
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,4,abm_western_factors,trade_income=0.10,trade_efficiency=0.1
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,5,abm_guj_africa,global_merchant_power=0.20,merchants=1
india_western,KUT|ABVGH|IDR|BGL|RJI|CMN,6,abm_guj_ideas_ambition,global_merchant_power=0.20,global_trade_power=0.2
india_western,MEW,1,abm_mer_ideas_tradition_1,army_heavy_infantry_power=0.10,infantry_power=0.1
india_western,MEW,1,abm_mer_ideas_tradition_2,army_heavy_infantry_build_cost_modifier=-0.20,infantry_cost=-0.2
india_western,MEW,2,abm_mer_rajput_heartland,army_tradition_decay=-0.01,army_tradition_decay=-0.01
india_western,MEW,2,abm_mer_victory_tower,monthly_prestige=0.10,prestige=1
india_western,MEW,3,abm_mer_kumbhalgarh,global_defensive=0.15,defensiveness=0.15
india_western,MEW,3,abm_mer_city_of_lakes,global_monthly_prosperity=0.001,development_cost=-0.1
india_western,MEW,4,abm_mer_recall_purbias,global_manpower_modifier=0.10,global_manpower_modifier=0.15
india_western,MEW,4,abm_mer_firearm_drilling,army_light_infantry_power=0.10|army_light_cavalry_power=0.10,fire_damage=0.1
india_western,MEW,5,abm_mer_reorganized_rajput_regiments,discipline=0.05,discipline=0.05
india_western,MEW,6,abm_mer_ideas_ambition,monthly_war_exhaustion=-0.05,war_exhaustion=-0.03
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,1,abm_mar_ideas_tradition_1,regiment_reinforcement_speed=0.15,manpower_recovery_speed=0.15
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,1,abm_mar_ideas_tradition_2,global_manpower_modifier=0.10,global_manpower_modifier=0.10
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,2,abm_tradition_of_military_service,army_light_cavalry_power=0.15,cavalry_power=0.15
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,2,abm_forts_of_maharashtra,global_defensive=0.20,defensiveness=0.20
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,3,abm_peasant_soldiers,army_light_infantry_build_cost_modifier=-0.20,infantry_cost=-0.2
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,3,abm_office_of_the_peshwa,global_integration_speed_modifier=0.15,core_creation=-0.15
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,4,abm_encourage_ties_with_brahmin_financial_families,global_bureaucracy_entrenchment_speed_modifier=0.15,reform_progress_growth=0.15
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,4,abm_reform_the_bureaucracy,global_max_rgo_size_modifier=0.10,global_trade_goods_size_modifier=0.1
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,5,abm_expand_maratha_navy,navy_light_ship_build_cost_modifier=-0.10|navy_galley_build_cost_modifier=-0.10,global_ship_cost=-0.1
india_western,MRW|JLR|JSL|PRT|GDA|DRW|PGL|JHI|SHR|BWL|PNA|JHL|HAD,6,abm_mar_ideas_ambition,stability_cost_efficiency=0.10,stability_cost_modifier=-0.1
india_western,DHU,1,abm_dhu_ideas_tradition_1,land_morale_modifier=0.10,land_morale=0.1
india_western,DHU,1,abm_dhu_ideas_tradition_2,trade_land_efficiency=medium_trade_land_efficiency_bonus,caravan_power=0.2
india_western,DHU,2,abm_dhu_improve_amer_fort,global_defensive=0.20,defensiveness=0.2
india_western,DHU,2,abm_dhu_seek_protection_of_great_powers,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
india_western,DHU,3,abm_dhu_restore_hindu_ceremonies,tolerance_own=1,tolerance_own=1
india_western,DHU,3,abm_dhu_foundation_of_jaipur,global_monthly_prosperity=0.001,development_cost=-0.1
india_western,DHU,4,abm_dhu_battles_in_foreign_lands,army_tradition_from_battle=0.5,army_tradition_from_battle=0.5
india_western,DHU,4,abm_dhu_astronomical_education,research_speed_modifier=0.05,technology_cost=-0.05
india_western,DHU,5,abm_dhu_recruit_from_the_pindari,land_unit_attrition=-0.15,land_attrition=-0.15
india_western,DHU,6,abm_dhu_ideas_ambition,army_light_infantry_power=0.10|army_light_cavalry_power=0.10,fire_damage=0.1
indochina,LNA,1,abm_lna_ideas_tradition_1,global_merchant_power=0.10,global_prov_trade_power_modifier=0.10
indochina,LNA,1,abm_lna_ideas_tradition_2,global_manpower_modifier=0.10,global_manpower_modifier=0.1
indochina,LNA,2,abm_legacy_of_mangrai,monthly_legitimacy=0.10|monthly_devotion=0.10|monthly_republican_tradition=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,meritocracy=1|horde_unity=1|legitimacy=1|devotion=1|republican_tradition=0.3
indochina,LNA,2,abm_million_ice_paddies,global_max_rgo_size_modifier=0.10,global_trade_goods_size_modifier=0.1
indochina,LNA,3,abm_waters_of_the_naga,tax_income_efficiency=0.10,global_tax_modifier=0.1
indochina,LNA,3,abm_the_white_elephant,tolerance_own=2,tolerance_own=2
indochina,LNA,4,abm_red_and_black,cultures_capacity=1,num_accepted_cultures=1
indochina,LNA,4,abm_elephant_charge,army_light_cavalry_power=0.10,cavalry_flanking=0.5
indochina,LNA,5,abm_dynastic_spread,diplomatic_capacity=1,diplomatic_upkeep=1
indochina,LNA,6,abm_lna_ideas_ambition,global_monthly_prosperity=0.001,development_cost=-0.1
indochina,LIG,1,abm_lig_ideas_traditions_1,loyalty_to_overlord=20,reduced_liberty_desire=20
indochina,LIG,1,abm_lig_ideas_traditions_2,navy_light_ship_build_cost_modifier=-0.10|navy_galley_build_cost_modifier=-0.10,global_ship_cost=-0.1
indochina,LIG,2,abm_autonomous_subject,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
indochina,LIG,2,abm_religious_conversion,global_pop_conversion_speed_modifier=0.20,global_missionary_strength=0.02
indochina,LIG,3,abm_vassal_cities,subject_loyalty=5,liberty_desire_from_subject_development=-0.2
indochina,LIG,3,abm_trade_primacy,global_trade_center_power=0.20,trade_steering=0.2
indochina,LIG,4,abm_bridge_to_malaya,global_hostile_attrition=1|global_defensive=0.20,hostile_attrition=1|defensiveness=0.2
indochina,LIG,4,abm_spirit_of_rebellion,spy_network_construction=0.20,rebel_support_efficiency=0.5
indochina,LIG,5,abm_trade_protection,global_merchant_power=0.20,global_ship_trade_power=0.2
indochina,LIG,6,abm_lig_ideas_ambition,diplomatic_annexation_cost=-0.15,diplomatic_annexation_cost=-0.15
indochina,ARK,1,abm_ark_ideas_traditions_1,navy_light_ship_build_cost_modifier=-0.20,light_ship_cost=-0.20
indochina,ARK,1,abm_ark_ideas_traditions_2,cultures_capacity=1,num_accepted_cultures=1
indochina,ARK,2,abm_mrauk_u_dynasty,monthly_legitimacy=0.10|monthly_republican_tradition=0.10|monthly_devotion=0.10|monthly_horde_unity=0.10|monthly_tribal_cohesion=0.10,legitimacy=1|devotion=1|republican_tradition=0.3|meritocracy=1|horde_unity=1
indochina,ARK,2,abm_rohingya_immigrants,tolerance_heathen=2,tolerance_heathen=2
indochina,ARK,3,abm_bengal_bay_trade,global_merchant_power=0.20,merchants=1
indochina,ARK,3,abm_magh_and_ferenghi,global_merchant_power=0.10|navy_maintenance_efficiency=0.05,privateer_efficiency=0.15|sailor_maintenance_modifer=-0.05
indochina,ARK,4,abm_buddhist_sultans,diplomatic_reputation=diplomatic_reputation_weak_bonus,diplomatic_reputation=1
indochina,ARK,4,abm_muslim_advisers,hire_advisor_cost_modifier=-0.10,advisor_cost=-0.1
indochina,ARK,5,abm_trade_contracts_ark,trade_income=0.10,trade_efficiency=0.1
indochina,ARK,6,abm_ark_ideas_ambition,navy_light_ship_power=0.15,light_ship_power=0.15
indochina,TNG|BPR,1,tau_traditions_1,train_general_ability=1,leader_land_manuever=1
indochina,TNG|BPR,1,tau_traditions_2,tax_income_efficiency=0.10,global_tax_modifier=0.1
indochina,TNG|BPR,2,mandala_system,global_manpower_modifier=0.10,global_manpower_modifier=0.25
indochina,TNG|BPR,2,tau_elephant_battles,army_heavy_cavalry_power=0.20,cavalry_power=0.20
indochina,TNG|BPR,3,nat_worship,clergy_estate_target_satisfaction=medium_permanent_target_satisfaction,religious_unity=0.2
indochina,TNG|BPR,3,chakravartin,monthly_army_tradition=0.05,army_tradition=0.5
indochina,TNG|BPR,4,the_hluttaw,pop_join_rebel_threshold=-0.10,global_unrest=-2
indochina,TNG|BPR,4,tau_organized_campaigns,land_unit_attrition=-0.10,land_attrition=-0.10
indochina,TNG|BPR,5,bayingyi,army_heavy_infantry_build_cost_modifier=-0.20,infantry_cost=-0.2
