tag,name,file,culture,religion
QAR,,crescent.txt,azeri_culture,sunni
ZAN,,east_africa.txt,matuumbi_culture,sunni
PTE,,east_africa.txt,yemeni_culture,sunni
MLI,,east_africa.txt,yemeni_culture,sunni
INH,,east_africa.txt,tsonga_culture,bantu_religion
SFA,,east_africa.txt,swahili_culture,sunni
MBA,,east_africa.txt,swahili_culture,sunni
GED,,east_africa.txt,swahili_culture,sunni
UGW,,east_africa.txt,swahili_culture,sunni
LAM,,east_africa.txt,swahili_culture,sunni
VOH,,east_africa.txt,swahili_culture,sunni
NYM,,east_africa.txt,swahili_culture,sunni
VIL,,east_africa.txt,vili,bantu_religion
TKE,,east_africa.txt,teke,bantu_religion
ABD,,east_africa.txt,ambundu,bantu_religion
CBD,,east_africa.txt,cabinda,bantu_religion
YAK,,east_africa.txt,yaka,bantu_religion
CEW,,east_africa.txt,chewa_culture,bantu_religion
PEM,,east_africa.txt,swahili_culture,sunni
ZZB,,east_africa.txt,swahili_culture,sunni
BMB,,east_africa.txt,swahili_culture,sunni
MOZ,,east_africa.txt,swahili_culture,sunni
AGH,,east_africa.txt,swahili_culture,sunni
QLM,,east_africa.txt,swahili_culture,sunni
ZMW,,east_africa.txt,shona_culture,bantu_religion
TNA,,east_africa.txt,tonga,bantu_religion
SEN,,east_africa.txt,sena_culture,bantu_religion
TSG,,east_africa.txt,tsonga_culture,bantu_religion
MNY,,east_africa.txt,shona_culture,bantu_religion
ZEZ,,east_africa.txt,shona_culture,bantu_religion
NBY,,east_africa.txt,shona_culture,bantu_religion
TBK,,east_africa.txt,rukwa_culture,bantu_religion
MRA,,east_africa.txt,chewa_culture,bantu_religion
LDU,,east_africa.txt,chewa_culture,bantu_religion
MKU,,east_africa.txt,makhuwa_culture,bantu_religion
VAZ,,east_africa.txt,vazimba_culture,fomba_gasy_religion
MIR,,east_africa.txt,merina_culture,fomba_gasy_religion
NTL,,east_africa.txt,swahili_culture,sunni
MTO,,east_africa.txt,swahili_culture,sunni
AHY,,east_africa.txt,swahili_culture,sunni
MHL,,east_africa.txt,swahili_culture,sunni
IRD,,east_africa.txt,swahili_culture,sunni
BMK,,east_africa.txt,swahili_culture,sunni
ZFI,,east_africa.txt,zafiraminia_culture,sunni
ABV,,east_africa.txt,tandroy_culture,sunni
MBD,,east_africa.txt,antaisaka_culture,sunni
BTS,,east_africa.txt,betsimisaraka_culture,fomba_gasy_religion
VEZ,,east_africa.txt,vezo_culture,fomba_gasy_religion
SKA,,east_africa.txt,sakalava_culture,fomba_gasy_religion
MNB,,east_africa.txt,vezo_culture,fomba_gasy_religion
BOI,,east_africa.txt,vezo_culture,fomba_gasy_religion
ANK,,east_africa.txt,antankarana_culture,sunni
BEZ,,east_africa.txt,bezanozano_culture,fomba_gasy_religion
SIH,,east_africa.txt,sihanaka_culture,fomba_gasy_religion
TND,,east_africa.txt,tandroy_culture,fomba_gasy_religion
ATK,,east_africa.txt,antaisaka_culture,fomba_gasy_religion
BAA,,east_africa.txt,bara_culture,fomba_gasy_religion
ATM,,east_africa.txt,antaifasy_culture,fomba_gasy_religion
ATF,,east_africa.txt,antaifasy_culture,fomba_gasy_religion
ATB,,east_africa.txt,antambahoaka_culture,fomba_gasy_religion
TAL,,east_africa.txt,tanala_culture,fomba_gasy_religion
BET,,east_africa.txt,betsileo_culture,fomba_gasy_religion
KIT,,east_africa.txt,rutara_culture,cwezi_religion
WNA,,east_africa.txt,luhya_culture,bantu_religion
BNY,,east_africa.txt,rutara_culture,nyasaye_religion
BUG,,east_africa.txt,baganda_culture,cwezi_religion
BSG,,east_africa.txt,rutara_culture,nyasaye_religion
NKO,,east_africa.txt,rutara_culture,bantu_religion
RWA,,east_africa.txt,rwanda_culture,bantu_religion
KRW,,east_africa.txt,nyamwezi_culture,bantu_religion
UBH,,east_africa.txt,rwanda_culture,bantu_religion
BUU,,east_africa.txt,rwanda_culture,bantu_religion
MAA,,east_africa.txt,maasai_culture,maasai_religion
KOR,,east_asia.txt,korean_culture,mahayana
SSG,,east_asia.txt,korean_culture,mahayana
SYG,,east_asia.txt,korean_culture,mahayana
TMN,,east_asia.txt,tamna_culture,mahayana
JAP,,east_asia.txt,saigoku_culture,shinto
NTC,Northern Court,east_asia.txt,saigoku_culture,shinto
STC,Southern Court,east_asia.txt,saigoku_culture,shinto
YMT,Unified Japanese Imperial Court,east_asia.txt,saigoku_culture,shinto
KOU,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
HSK,https://ja.wikipedia.org/wiki/%E7%B4%B0%E5%B7%9D%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
AKM,https://ja.wikipedia.org/wiki/%E8%B5%A4%E6%9D%BE%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
NKI,https://ja.wikipedia.org/wiki/%E4%BB%81%E6%9C%A8%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
KTB,https://ja.wikipedia.org/wiki/%E5%8C%97%E7%95%A0%E5%AE%B6,east_asia.txt,saigoku_culture,shinto
CJO,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%A1%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
IMG,https://ja.wikipedia.org/wiki/%E4%BB%8A%E5%B7%9D%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
ISD,https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%A1%94%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TKD,https://ja.wikipedia.org/wiki/%E6%AD%A6%E7%94%B0%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
SBA,https://ja.wikipedia.org/wiki/%E6%96%AF%E6%B3%A2%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
CBA,https://ja.wikipedia.org/wiki/%E5%8D%83%E8%91%89%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
STK,https://ja.wikipedia.org/wiki/%E4%BD%90%E7%AB%B9%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
KGK,https://ja.wikipedia.org/wiki/%E4%BA%AC%E6%A5%B5%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
TKI,https://ja.wikipedia.org/wiki/%E5%9C%9F%E5%B2%90%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
OGS,https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%AC%A0%E5%8E%9F%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
UES,https://ja.wikipedia.org/wiki/%E4%B8%8A%E6%9D%89%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
OYM,https://ja.wikipedia.org/wiki/%E5%B0%8F%E5%B1%B1%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TGS,https://ja.wikipedia.org/wiki/%E5%AF%8C%E6%A8%AB%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
YSM,https://ja.wikipedia.org/wiki/%E5%90%89%E8%A6%8B%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
MMI,https://ja.wikipedia.org/wiki/%E6%A1%83%E4%BA%95%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
KRA,https://ja.wikipedia.org/wiki/%E5%90%89%E8%89%AF%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
YMN,https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%90%8D%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
ENY,https://ja.wikipedia.org/wiki/%E5%A1%A9%E5%86%B6%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
UEN,https://ja.wikipedia.org/wiki/%E4%B8%8A%E9%87%8E%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
MTD,http://www2.harimaya.com/sengoku/html/b_matuda.html,east_asia.txt,saigoku_culture,shinto
MNM,http://www2.harimaya.com/sengoku/html/minami.html,east_asia.txt,tougoku_culture,shinto
ASY,http://www2.harimaya.com/sengoku/html/asayama.html,east_asia.txt,saigoku_culture,shinto
WSZ,https://ja.wikipedia.org/wiki/%E9%B7%B2%E9%A0%AD%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
KTO,https://ja.wikipedia.org/wiki/%E5%8E%9A%E6%9D%B1%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
HTK,https://ja.wikipedia.org/wiki/%E7%95%A0%E5%B1%B1%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
KNO,https://ja.wikipedia.org/wiki/%E6%B2%B3%E9%87%8E%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
SHN,https://ja.wikipedia.org/wiki/%E5%B0%91%E5%BC%90%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
KII,https://ja.wikipedia.org/wiki/%E5%9F%8E%E4%BA%95%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
OTM,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%8F%8B%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
SMZ,https://ja.wikipedia.org/wiki/%E5%B3%B6%E6%B4%A5%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
NBU,https://ja.wikipedia.org/wiki/%E5%8D%97%E9%83%A8%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
KDO,https://ja.wikipedia.org/wiki/%E5%B7%A5%E8%97%A4%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
OKI,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B4%8E%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
MGM,https://ja.wikipedia.org/wiki/%E6%9C%80%E4%B8%8A%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
KSI,https://ja.wikipedia.org/wiki/%E8%91%9B%E8%A5%BF%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
SOM,https://ja.wikipedia.org/wiki/%E7%9B%B8%E9%A6%AC%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
DTE,https://ja.wikipedia.org/wiki/%E4%BC%8A%E9%81%94%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
ASN,https://ja.wikipedia.org/wiki/%E8%98%86%E5%90%8D%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
YUK,https://ja.wikipedia.org/wiki/%E7%B5%90%E5%9F%8E%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
OID,https://ja.wikipedia.org/wiki/%E9%87%8C%E8%A6%8B%E6%B0%8F#%E5%A4%A7%E4%BA%95%E7%94%B0%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
OGU,https://ja.wikipedia.org/wiki/%E5%B0%8F%E5%9B%BD%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
UTN,https://ja.wikipedia.org/wiki/%E4%B8%8B%E9%87%8E%E5%AE%87%E9%83%BD%E5%AE%AE%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
IIX,https://ja.wikipedia.org/wiki/%E4%BA%95%E4%BC%8A%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
AKJ,https://ja.wikipedia.org/wiki/%E5%A7%89%E5%B0%8F%E8%B7%AF%E5%AE%B6,east_asia.txt,tougoku_culture,shinto
KSN,https://ja.wikipedia.org/wiki/%E6%A5%A0%E6%9C%A8%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
ISK,https://ja.wikipedia.org/wiki/%E4%B8%80%E8%89%B2%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
NAW,https://ja.wikipedia.org/wiki/%E5%90%8D%E5%92%8C%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
MSD,https://ja.wikipedia.org/wiki/%E7%9B%8A%E7%94%B0%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
OUC,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%86%85%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
TKN,https://kotobank.jp/word/%E5%BE%97%E8%83%BD%E6%B0%8F-104865,east_asia.txt,saigoku_culture,shinto
DOI,http://www.harimaya.com/o_kamon1/buke_keizu/html/doi_k.html,east_asia.txt,saigoku_culture,shinto
KNT,http://www2.harimaya.com/sengoku/html/kutuna_k.html,east_asia.txt,saigoku_culture,shinto
SHJ,https://ja.wikipedia.org/wiki/%E5%9B%9B%E6%9D%A1%E5%AE%B6,east_asia.txt,saigoku_culture,shinto
YSR,http://www2.harimaya.com/sengoku/html/wat_yama.html,east_asia.txt,kyushu_culture,shinto
KKC,https://ja.wikipedia.org/wiki/%E8%8F%8A%E6%B1%A0%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
ASO,https://ja.wikipedia.org/wiki/%E9%98%BF%E8%98%87%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
SGR,https://ja.wikipedia.org/wiki/%E7%9B%B8%E8%89%AF%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
IJU,https://ja.wikipedia.org/wiki/%E4%BC%8A%E9%9B%86%E9%99%A2%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
KMT,https://ja.wikipedia.org/wiki/%E8%82%9D%E4%BB%98%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
SOU,https://ja.wikipedia.org/wiki/%E5%AE%97%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
NAI,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B1%9F%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
HEI,https://ja.wikipedia.org/wiki/%E9%96%89%E4%BC%8A%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
ANM,https://ja.wikipedia.org/wiki/%E9%98%BF%E6%9B%BD%E6%B2%BC%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
TZW,https://ja.wikipedia.org/wiki/%E6%88%B8%E6%B2%A2%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
WAG,https://ja.wikipedia.org/wiki/%E5%92%8C%E8%B3%80%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
HIE,https://ja.wikipedia.org/wiki/%E7%A8%97%E8%B2%AB%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
SGE,https://ja.wikipedia.org/wiki/%E5%AF%92%E6%B2%B3%E6%B1%9F%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
DHJ,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%AE%9D%E5%AF%BA%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
NGM,https://ja.wikipedia.org/wiki/%E9%95%B7%E6%B2%BC%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
NKD,https://ja.wikipedia.org/wiki/%E4%BA%8C%E9%9A%8E%E5%A0%82%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TMR,https://ja.wikipedia.org/wiki/%E7%94%B0%E6%9D%91%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
IWS,https://ja.wikipedia.org/wiki/%E7%8C%AA%E8%8B%97%E4%BB%A3%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
ISW,https://ja.wikipedia.org/wiki/%E9%99%B8%E5%A5%A5%E7%9F%B3%E5%B7%9D%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
MIU,https://ja.wikipedia.org/wiki/%E4%B8%89%E6%B5%A6%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
SUW,https://ja.wikipedia.org/wiki/%E8%AB%8F%E8%A8%AA%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
RKK,https://ja.wikipedia.org/wiki/%E5%85%AD%E8%A7%92%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
MIY,http://www2.harimaya.com/sengoku/html/miya_k.html,east_asia.txt,saigoku_culture,shinto
KKW,https://ja.wikipedia.org/wiki/%E5%90%89%E5%B7%9D%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
MKT,http://www2.harimaya.com/sengoku/html/muna_k.html,east_asia.txt,saigoku_culture,shinto
ASA,https://ja.wikipedia.org/wiki/%E6%9C%9D%E5%80%89%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
CSK,https://ja.wikipedia.org/wiki/%E9%95%B7%E5%AE%97%E6%88%91%E9%83%A8%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
ISE,https://ja.wikipedia.org/wiki/%E4%BC%8A%E5%8B%A2%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
IKE,https://ja.wikipedia.org/wiki/%E6%B1%A0%E7%94%B0%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
ITO,https://ja.wikipedia.org/wiki/%E4%BC%8A%E6%9D%B1%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
MRI,https://ja.wikipedia.org/wiki/%E6%AF%9B%E5%88%A9%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
ODA,https://ja.wikipedia.org/wiki/%E7%B9%94%E7%94%B0%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
AKT,https://ja.wikipedia.org/wiki/%E5%AE%89%E6%9D%B1%E6%B0%8F,east_asia.txt,touhoku_culture,shinto
ISA,https://ja.wikipedia.org/wiki/%E5%B8%B8%E9%99%B8%E4%BC%8A%E4%BD%90%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TAK,https://ja.wikipedia.org/wiki/%E5%A4%9A%E6%B0%97%E6%B0%8F a splint of,east_asia.txt,tougoku_culture,shinto
KNB,https://ja.wikipedia.org/wiki/%E5%B7%9D%E9%87%8E%E8%BE%BA%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
HTA,"http://www2.harimaya.com/sengoku/html/f_oda.html  Can't be put as Oda due to the clash with the other Oda, so put it as it's parent branch Hatta",east_asia.txt,tougoku_culture,shinto
MKO,https://ja.wikipedia.org/wiki/%E7%9B%8A%E5%AD%90%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TKO,https://ja.wikipedia.org/wiki/%E5%A4%9A%E5%8A%9F%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
NAS,https://ja.wikipedia.org/wiki/%E9%82%A3%E9%A0%88%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
OGO,http://www2.harimaya.com/sengoku/html/izumi_og.html,east_asia.txt,tougoku_culture,shinto
NIT,https://ja.wikipedia.org/wiki/%E6%96%B0%E7%94%B0%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
YMG,https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%8F%A3%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TOS,https://ja.wikipedia.org/wiki/%E8%B1%8A%E5%B3%B6%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
HNM,https://ja.wikipedia.org/wiki/%E6%9C%AC%E9%96%93%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
UNN,https://ja.wikipedia.org/wiki/%E6%B5%B7%E9%87%8E%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
KOK,https://ja.wikipedia.org/wiki/%E9%A6%99%E5%9D%82%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
TOY,https://ja.wikipedia.org/wiki/%E9%81%A0%E5%B1%B1%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
HIG,https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
EMA,https://ja.wikipedia.org/wiki/%E6%B1%9F%E9%A6%AC%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
NKJ,http://www2.harimaya.com/sengoku/html/b_nakasi.html,east_asia.txt,tougoku_culture,shinto
OBA,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%BA%AD%E6%B0%8F,east_asia.txt,tougoku_culture,shinto
NGN,https://ja.wikipedia.org/wiki/%E9%95%B7%E9%87%8E%E5%B7%A5%E8%97%A4%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
TKM,https://ja.wikipedia.org/wiki/%E9%AB%98%E5%B3%B6%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
AIS,https://ja.wikipedia.org/wiki/%E6%84%9B%E6%B4%B2%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
YUS,http://www2.harimaya.com/sengoku/html/yuasa_k.html,east_asia.txt,saigoku_culture,shinto
YAB,https://ja.wikipedia.org/wiki/%E7%9F%A2%E9%83%A8%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
OGA,http://www2.harimaya.com/sengoku/html/ho_ogamo.html,east_asia.txt,saigoku_culture,shinto
STU,https://ja.wikipedia.org/wiki/%E6%9C%AB%E6%AC%A1%E6%B0%8F_(%E5%87%BA%E9%9B%B2%E6%BA%90%E6%B0%8F) Branch of Sasaki,east_asia.txt,saigoku_culture,shinto
MZW,http://www2.harimaya.com/sengoku/html/misawa_k.html,east_asia.txt,saigoku_culture,shinto
MTY,http://www2.harimaya.com/sengoku/html/mitoya_k.html,east_asia.txt,saigoku_culture,shinto
AKN,http://www2.harimaya.com/sengoku/html/akana_kz.html,east_asia.txt,saigoku_culture,shinto
GTO,http://www.harimaya.com/o_kamon1/seisi/51-60/goto.html,east_asia.txt,saigoku_culture,shinto
SHO,http://www2.harimaya.com/sengoku/html/mim_syou.html,east_asia.txt,saigoku_culture,shinto
HRG,https://ja.wikipedia.org/wiki/%E5%B9%B3%E8%B3%80%E6%B0%8F (The one in Aki),east_asia.txt,saigoku_culture,shinto
KBK,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%97%A9%E5%B7%9D%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
WCH,http://www2.harimaya.com/sengoku/html/wati_k.html,east_asia.txt,saigoku_culture,shinto
MYH,http://www2.harimaya.com/sengoku/html/miyosi_b.html,east_asia.txt,saigoku_culture,shinto
SUE,https://ja.wikipedia.org/wiki/%E9%99%B6%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
MIG,https://ja.wikipedia.org/wiki/%E5%8F%B3%E7%94%B0%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
KAG,https://ja.wikipedia.org/wiki/%E9%A6%99%E5%B7%9D%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
KOZ,http://www2.harimaya.com/sengoku/html/kosai_k.html,east_asia.txt,saigoku_culture,shinto
KNE,http://www2.harimaya.com/sengoku/html/h_kaneko.html,east_asia.txt,saigoku_culture,shinto
AKI,http://www2.harimaya.com/sengoku/html/aki_k.html,east_asia.txt,saigoku_culture,shinto
OHR,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B9%B3%E6%B0%8F,east_asia.txt,saigoku_culture,shinto
BZG,http://www2.harimaya.com/sengoku/html/b_nagano.html,east_asia.txt,kyushu_culture,shinto
AKZ,https://ja.wikipedia.org/wiki/%E7%A7%8B%E6%9C%88%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
AKU,http://www2.harimaya.com/sengoku/html/hiz_taku.html,east_asia.txt,kyushu_culture,shinto
AHT,http://www2.harimaya.com/sengoku/html/hata_k.html,east_asia.txt,kyushu_culture,shinto
ARI,https://ja.wikipedia.org/wiki/%E8%82%A5%E5%89%8D%E6%9C%89%E9%A6%AC%E6%B0%8F,east_asia.txt,kyushu_culture,shinto
OKR,https://ja.wikipedia.org/wiki/%E5%A4%A7%E8%94%B5%E6%B0%8F_(%E8%B1%8A%E5%BE%8C%E5%9B%BD),east_asia.txt,kyushu_culture,shinto
TMD,http://www2.harimaya.com/sengoku/html/tutimoti.html,east_asia.txt,kyushu_culture,shinto
KJK,http://www2.harimaya.com/sengoku/html/kaziki_k.html,east_asia.txt,kyushu_culture,shinto
HSR,http://www2.harimaya.com/sengoku/html/hisikari.html,east_asia.txt,kyushu_culture,shinto
ANU,,east_asia.txt,ainu_culture,ainu_religion
HKZ,,east_asia.txt,ryukyu_culture,utaki_religion
CHZ,,east_asia.txt,ryukyu_culture,utaki_religion
NZN,,east_asia.txt,ryukyu_culture,utaki_religion
CHI,China,east_asia.txt,mongolian_culture,tibetan_buddhism
YUA,Yuán,east_asia.txt,mongolian_culture,tibetan_buddhism
MNG,Míng,east_asia.txt,jianghuai_culture,sanjiao
CSO,Song,east_asia.txt,zhongyuan_culture,sanjiao
WUU,Wú,east_asia.txt,wu_culture,sanjiao
CTW,Tiānwán,east_asia.txt,chu_culture,sanjiao
CHE,Chén,east_asia.txt,chu_culture,sanjiao
CSH,Shùn,east_asia.txt,zhongyuan_culture,sanjiao
CXI,Xí,east_asia.txt,shu_culture,sanjiao
CTG,Tûng-nèn,east_asia.txt,kejia_culture,sanjiao
CFN,Fāng,east_asia.txt,taizhou_wu_culture,sanjiao
CMO,Māo,east_asia.txt,jiaodong_culture,sanjiao
CGU,Guō,east_asia.txt,jianghuai_culture,sanjiao
CNP,Nánpíng,east_asia.txt,fuzhou_culture,sanjiao
CDN,Dōngguǎn,east_asia.txt,yuehai_culture,sanjiao
CSI,Lǐ,east_asia.txt,qin_culture,sanjiao
CKO,Köke Temür,east_asia.txt,mongolian_culture,tibetan_buddhism
CNA,Naγaču,east_asia.txt,mongolian_culture,tibetan_buddhism
MMA,Mong Mao,east_asia.txt,tai_nua_culture,satsana_phi
MHK,Mong Hkeng,east_asia.txt,tai_nua_culture,satsana_phi
MHN,Mong Hten,east_asia.txt,tai_nua_culture,satsana_phi
MTG,Mong Ting,east_asia.txt,tai_nua_culture,satsana_phi
MGN,Mong Ngüm,east_asia.txt,tai_lu_culture,satsana_phi
MHA,Mong Hsa,east_asia.txt,tai_nua_culture,satsana_phi
MWO,Mong Wo,east_asia.txt,tai_lu_culture,satsana_phi
MGK,Mong Ku,east_asia.txt,tai_nua_culture,satsana_phi
YNJ,Yuanjiang,east_asia.txt,bo_culture,satsana_phi
NWU,Niuwu,east_asia.txt,bo_culture,satsana_phi
NYZ,Ningyuanzhou,east_asia.txt,bo_culture,satsana_phi
NLU,Nalou,east_asia.txt,bo_culture,satsana_phi
YJI,Yanjing,east_asia.txt,nashi_culture,dongba_religion
BZH,Beisheng,east_asia.txt,nashi_culture,dongba_religion
YAN,Yao'an,east_asia.txt,bai_culture,mahayana
HQG,Heqing,east_asia.txt,bai_culture,mahayana
NNN,Annan,east_asia.txt,yi_culture,bimoism
AGN,Aning,east_asia.txt,yi_culture,bimoism
MLE,Mile,east_asia.txt,yi_culture,bimoism
JSI,Jianshui,east_asia.txt,yi_culture,bimoism
SPG,Shiping,east_asia.txt,yi_culture,bimoism
NGZ,Ningzhou,east_asia.txt,yi_culture,bimoism
LLS,Luoluosi,east_asia.txt,yi_culture,bimoism
CGZ,Changzhou,east_asia.txt,yi_culture,bimoism
XLG,Xianlong,east_asia.txt,yi_culture,bimoism
WDG,Wuding,east_asia.txt,yi_culture,bimoism
RND,Rende,east_asia.txt,yi_culture,bimoism
DCN,Dongchuan,east_asia.txt,yi_culture,bimoism
WNG,Wumeng,east_asia.txt,yi_culture,bimoism
MHU,Mahu,east_asia.txt,yi_culture,bimoism
LBO,Leibo,east_asia.txt,yi_culture,bimoism
YNL,Yunlian,east_asia.txt,yi_culture,bimoism
ZNX,Zhenxiong,east_asia.txt,yi_culture,bimoism
WSA,Wusa,east_asia.txt,yi_culture,bimoism
ZYI,Zhanyi,east_asia.txt,yi_culture,bimoism
QJG,Qujing,east_asia.txt,yi_culture,bimoism
YZO,Yizuo,east_asia.txt,yi_culture,bimoism
MLG,Malong,east_asia.txt,yi_culture,bimoism
LLN,Luliang,east_asia.txt,yi_culture,bimoism
LXG,Luoxiong,east_asia.txt,yi_culture,bimoism
GGX,Guangxi,east_asia.txt,zhuang_culture,moism
SZG,Shizong,east_asia.txt,yi_culture,bimoism
SXI,Shuixi,east_asia.txt,yi_culture,bimoism
CLE,Chele,east_asia.txt,yi_culture,bimoism
BZU,Bozhou,east_asia.txt,yi_culture,bimoism
NPG,Nanping,east_asia.txt,yi_culture,bimoism
RNG,Rong,east_asia.txt,bo_culture,satsana_phi
GNG,Gong,east_asia.txt,bo_culture,satsana_phi
ZNZ,Zhenzhou,east_asia.txt,sui_culture,sui_religion
SZU,Shizu,east_asia.txt,tujia_culture,nuo_religion
