eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
expand_rgo_forestry_cost_modifier,,none,EU5-specific RGO/pop system,This impacts how much it [costs|e] to increase the number of [pops|e] working with [raw_materials|e] that requires forestry.\n#V Raw Goods#! using #V Forestry #!: [GetListOfGoodsUsingMethod('forestry')].,country,multiplicative,"percent, bad",,,
expand_rgo_gathering_cost_modifier,,none,EU5-specific RGO/pop system,This impacts how much it [costs|e] to increase the number of [pops|e] working with [raw_materials|e] that requires gathering.\n#V Raw Goods#! using #V Gathering #!: [GetListOfGoodsUsingMethod('gathering')].,country,multiplicative,"percent, bad",,,
expand_rgo_hunting_cost_modifier,,none,EU5-specific RGO/pop system,This impacts how much it [costs|e] to increase the number of [pops|e] working with [raw_materials|e] that requires hunting.\n#V Raw Goods#! using #V Hunting #!: [GetListOfGoodsUsingMethod('hunting')].,country,multiplicative,"percent, bad",,,
expand_rgo_mining_cost_modifier,,none,EU5-specific RGO/pop system,This impacts how much it [costs|e] to increase the number of [pops|e] working with [raw_materials|e] that requires mines.\n#V Raw Goods#! using #V Mining #!: [GetListOfGoodsUsingMethod('mining')].,country,multiplicative,"percent, bad",,,
expected_army_size,land_forcelimit,medium,Match: land_forcelimit ↔ expected_army_size,This impacts how large an [army|e] the [estates|e] expect a [country|e] to have.,country,,good,Military,Adds to a country's force limit.,Additive
expected_army_size_modifier,land_forcelimit_modifier,medium,Match: land_forcelimit_modifier ↔ expected_army_size_modifier,This impacts how large an [army|e] the [estates|e] expect a [country|e] to have.,country,multiplicative,"percent, good",Military,Modifies a country's force limit.,Multiplicative
expected_navy_size,,none,EU5-specific AI expected navy size,This impacts how large a [navy|e] the [estates|e] expect a [country|e] to have.,country,,good,,,
expected_navy_size_modifier,,none,EU5-specific AI expected navy size,This impacts how large a [navy|e] the [estates|e] expect a [country|e] to have.,country,multiplicative,"percent, good",,,
expected_warscore_modifier,,none,EU5-specific AI warscore expectation,This modifies how much we expect to get in a war.,country,multiplicative,good,,,
expel_tribals,,none,EU5-specific pop/tribal mechanic,"This will expel all [ShowPopTypeName('tribesmen')] when a [colonial_charter|e] flips a [location|e] to become [owned|e], and also give [ShowModifier('tribals_expelled')] to the location.",country,boolean,good,,,
expensive_estate_building_cost_modifier,,none,EU5-specific estate building cost,This impacts how much it [costs|e] to build [estate_buildings|e].,"country, estate",multiplicative,"percent, bad",,,
experience_decay,,none,EU5-specific unit experience system,This modifies the percentage of the current [experience|e] of a [regiment|e] or [ship|e] that decays each month.,unit,,"percent, bad",,,
exploration_maintenance_cost,,none,EU5-specific exploration cost,Exploration Cost,country,,"percent, bad",,,
exploration_mission_speed,colonist_placement_chance,low,Semantic match: colonist_placement_chance ↔ exploration_mission_speed,This impacts how much [exploration_progress|e] an [exploration|e] gains each month.,country,,good,Colonisation,"Adds to the base colonial placement chance for colonists, which is the chance that additional settlers will be spawned while the colonist is present.",Additive
exploration_mission_speed_modifier,colonist_placement_chance,low,Match: colonist_placement_chance ↔ exploration_mission_speed_modifier,This impacts how much [exploration_progress|e] an [exploration|e] gains each month.,country,multiplicative,"percent, good",Colonisation,"Adds to the base colonial placement chance for colonists, which is the chance that additional settlers will be spawned while the colonist is present.",Additive
exploration_preparation_time_modifier,,none,EU5-specific exploration prep time,This impacts the how long it takes for an [exploration|e] to be prepared before it can begin.,country,multiplicative,"percent, bad",,,
export_efficiency,trade_efficiency,medium,Match: trade_efficiency ↔ export_efficiency,$game_concept_export_efficiency_desc$,country,,"percent, good",Trade,Modifies a country's trade income. (Maximum is 200%),Multiplicative
export_impact_on_demand,,none,EU5-specific trade export mechanic,"Modifies how much [burgher_trade|e] and normal [trade|e] demand contribute to price calculations in [markets|e] owned by this [country|e].\n\nHigher values increase the impact of exports on price, driving prices upward.",country,,"percent, good",,,
extend_regency_cost_modifier,,none,EU5-specific regency action,This impacts how much it [costs|e] to extend a [regency|e].,country,multiplicative,"percent, bad",,,
fate_of_phoenix_actions_price_cost_modifier,,none,EU5-specific event action,Fate of the Phoenix Actions Cost Modifier,country,multiplicative,"percent, bad",,,
favor_buddhist_schools_from_religious_sects_cost_modifier,,none,EU5-specific Buddhist action,This impacts the [costs|e] of [ShowGenericActionName('favor_buddhist_schools_from_religious_sects')].,country,multiplicative,"percent, bad",,,
favor_god_cost_modifier,,none,EU5-specific religious action,This impacts the [costs|e] of [ShowGenericActionName('favor_god')].,country,multiplicative,"percent, bad",,,
favor_kami_worship_from_religious_sects_cost_modifier,flagship_cost,high,Semantic match: flagship_cost ↔ favor_kami_worship_from_religious_sects_cost_modifier,This impacts the [costs|e] of [ShowGenericActionName('favor_kami_worship_from_religious_sects')].,country,multiplicative,"percent, bad",Navy,Modifies the cost of building a flagship.,Multiplicative
favoring_buddhism,,none,EU5-specific Buddhist sect toggle,Allows interaction with [ShowReligionAdjective('mahayana')] [sects|e].,country,boolean,good,,,
female_spouses,,none,EU5-specific polygamy mechanic,A maximum number of female spouses that a [character|e] can be [married|e] with,country,,good,,,
flatland_proximity_impact,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ flatland_proximity_impact,This impacts the [proximity|e] cost when going through [ShowTopographyName('flatland')].,country,,"percent, bad",Military,Modifies the base unit cost for all land units.,Multiplicative
flatland_wasteland_proximity_impact,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ flatland_wasteland_proximity_impact,This impacts the [proximity|e] cost when going through [ShowTopographyName('flatland_wasteland')].,country,,"percent, bad",Military,Modifies the base unit cost for all land units.,Multiplicative
food_consumption_modifier,,none,EU5-specific food/supply system,This impacts how much [food|e] a [unit|e] consumes each month.,unit,multiplicative,"percent, bad",,,
food_purchase_cost,,none,EU5-specific food purchase mechanic,Cost of Purchasing Food,country,,"percent, bad",,,
forbid_marrying_lowborn,,none,EU5-specific marriage restriction,This impacts whether any [character|e] can [marry|e] a [lowborn|e] or not.,country,boolean,bad,,,
force_army_maintenance,,none,EU5-specific army maintenance floor,This determines if your [army|e] is always at maximum spending or not.,unit,boolean,bad,,,
force_convert_created_subjects,,none,EU5-specific subject creation option,This forces all [subjects|e] created by the [country|e] to be forcefully converted to their overlord's [religion|e].,country,boolean,good,,,
foreign_export_from_market_cost_modifier,,none,EU5-specific trade export cost,Export Cost from Market for Foreign Traders,country,multiplicative,"percent, good",,,
fort_limit,rival_border_fort_maintenance,high,Semantic match: rival_border_fort_maintenance ↔ fort_limit,"A soft limit on the number of [forts|e] a [country|e] can manage. Having more forts than the limit will result in decreased [ShowModifierTypeName('fort_maintenance_efficiency')].\n\nA Fort without [zone_of_control|e], for example [ShowBuildingTypeName('stockade')], will only cost half $MODIFIER_TYPE_NAME_fort_limit$.",country,,good,Military,Modifies the base fort maintenance cost for forts in provinces that border rivals.,Multiplicative
fort_limit_modifier,,none,EU5-specific fort limit modifier,$MODIFIER_TYPE_DESC_fort_limit$,country,multiplicative,"percent, good",,,
fort_maintenance_cost,fort_maintenance_modifier,high,Direct equivalent - fort maintenance cost,Fortification Maintenance,country,,"percent, bad",Military,Modifies the base fort maintenance cost.,Multiplicative
free_building_cost_modifier,build_cost,medium,Related building cost but EU5 specifies free/subsidized,UNUSED,country,multiplicative,"percent, bad",Economy,Modifies all building costs.,Multiplicative
gender_equality,,none,EU5-specific gender equality flag,This impacts whether females can be appointed to the same [roles|e] as males.,country,boolean,good,,,
german_migration_attraction_modifier,,none,EU5-specific German migration,Increases the chance for [events|e] to fire for migration of [ShowCultureGroupName('german_group')] [pops|e] to our [locations|e].,country,multiplicative,"percent, good",,,
get_claim_from_imperial_court_cost_modifier,,none,EU5-specific imperial court action,This impacts the [costs|e] of [ShowGenericActionName('get_claim_from_imperial_court')].,country,multiplicative,"percent, bad",,,
get_marriage_from_imperial_court_cost_modifier,,none,EU5-specific imperial court action,This impacts the [costs|e] of [ShowGenericActionName('get_marriage_from_imperial_court')].,country,multiplicative,"percent, bad",,,
give_colony_rebellion_support_cost_modifier,colonial_type_change_cost_modifier,high,Semantic match: colonial_type_change_cost_modifier ↔ give_colony_rebellion_support_cost_modifier,This impacts the [costs|e] of [ShowGenericActionName('give_colony_rebellion_support')].,country,multiplicative,"percent, bad",Subject,Modifies the cost of changing colonial type.,Multiplicative
give_colony_representation_cost_modifier,colonial_type_change_cost_modifier,high,Semantic match: colonial_type_change_cost_modifier ↔ give_colony_representation_cost_modifier,This impacts the [costs|e] of [ShowGenericActionName('give_colony_representation')].,country,multiplicative,"percent, bad",Subject,Modifies the cost of changing colonial type.,Multiplicative
global_army_levy_size_modifier,land_forcelimit_modifier,medium,Semantic match: land_forcelimit_modifier ↔ global_army_levy_size_modifier,This impacts the size of an [army_levy|e] that [pops|e] in a [country|e] will be.,country,multiplicative,"percent, good",Military,Modifies a country's force limit.,Multiplicative
global_build_buildings_cost,build_cost,high,Both modify all building costs,Buildings Cost,country,,"percent, bad",Economy,Modifies all building costs.,Multiplicative
global_bureaucracy_entrenchment_speed_modifier,,none,EU5-specific bureaucracy system,This impacts how quickly a [bureaucracy|e] becomes [entrenched|e] in your [government|e].,country,multiplicative,"percent, bad",,,
global_bureaucracy_implementation_cost_modifier,,none,EU5-specific bureaucracy system,Bureaucracy Implementation Cost Modifier,country,multiplicative,"percent, bad",,,
global_bureaucracy_maintenance_cost_modifier,rival_border_fort_maintenance,medium,Semantic match: rival_border_fort_maintenance ↔ global_bureaucracy_maintenance_cost_modifier,Bureaucracy Maintenance Cost Modifier,country,multiplicative,"percent, bad",Military,Modifies the base fort maintenance cost for forts in provinces that border rivals.,Multiplicative
global_bureaucracy_removal_cost_modifier,,none,EU5-specific bureaucracy system,Bureaucracy Removal Cost Modifier,country,multiplicative,"percent, bad",,,
global_burghers_assimilation_blocked,,none,EU5-specific pop assimilation,This stops all [ShowPopTypeName('burghers')] from [assimilating|e] to the [primary_culture|e] in this [country|e].,country,boolean,bad,,,
global_burghers_city_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('burghers')] can live in [towns_and_cities|e] in this [country|e].,country,,good,,,
global_burghers_city_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('burghers')] can live in [towns_and_cities|e] in this [country|e].,country,scaled,"percent, good",,,
global_burghers_conversion_blocked,global_religious_conversion_resistance,medium,Match: global_religious_conversion_resistance ↔ global_burghers_conversion_blocked,This stops all [ShowPopTypeName('burghers')] from [converting|e] to the [state_religion|e] in this [country|e].,country,boolean,bad,Religion,Adds to conversion resistance from centres of reformation in all provinces.,Multiplicative
global_burghers_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('burghers')] can live in all [locations|e] in this [country|e].,country,,good,,,
global_burghers_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('burghers')] can live in all [locations|e] in this [country|e].,country,scaled,"percent, good",,,
global_burghers_estate_power,global_trade_power,medium,Match: global_trade_power ↔ global_burghers_estate_power,This impacts the [estate_power|e] of the $burghers_estate$ in the entire [country|e].,"country, estate",,"percent, bad",Trade,Modifies the trade power in all trade nodes for a country.,Multiplicative
global_burghers_food_consumption,,none,EU5-specific food system,This impacts how much [food|e] that [ShowPopTypeName('burghers')] [pops|e] will consume in the entire [country|e].,country,,"percent, bad",,,
global_burghers_max_literacy,,none,EU5-specific literacy system,This impacts the [literacy|e] for all [ShowPopTypeName('burghers')] in this [country|e].,country,,"raw percent, good",,,
global_burghers_migration_allowed,global_allowed_num_of_buildings,medium,Match: global_allowed_num_of_buildings ↔ global_burghers_migration_allowed,Determines if [pops|e] of the [ShowPopTypeName('burghers')] are allowed to [migrate|e] or not in a [country|e].,country,boolean,good,Economy,Adds to the number of allowed buildings in every owned province.,Additive
global_burghers_pop_growth,,none,EU5-specific pop growth,This impacts the [population_growth|e] of the [ShowPopTypeName('burghers')] in a [country|e].,country,,"percent, good",,,
global_burghers_rural_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('burghers')] can live in [rural_locations|e] in this [country|e].,country,,good,,,
global_burghers_rural_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('burghers')] can live in [rural_locations|e] in this [country|e].,country,scaled,"percent, good",,,
global_clergy_assimilation_blocked,,none,EU5-specific pop assimilation,This stops all [ShowPopTypeName('clergy')] from [assimilating|e] to the [primary_culture|e] in this [country|e].,country,boolean,bad,,,
global_clergy_city_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('clergy')] can live in [towns_and_cities|e] in this [country|e].,country,,good,,,
global_clergy_city_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('clergy')] can live in [towns_and_cities|e] in this [country|e].,country,scaled,"percent, good",,,
global_clergy_conversion_blocked,global_religious_conversion_resistance,medium,Match: global_religious_conversion_resistance ↔ global_clergy_conversion_blocked,This stops all [ShowPopTypeName('clergy')] from [converting|e] to the [state_religion|e] in this [country|e].,country,boolean,bad,Religion,Adds to conversion resistance from centres of reformation in all provinces.,Multiplicative
global_clergy_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('clergy')] can live in all [locations|e] in this [country|e].,country,,good,,,
global_clergy_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('clergy')] can live in all [locations|e] in this [country|e].,country,scaled,"percent, good",,,
global_clergy_estate_power,global_trade_power,medium,Match: global_trade_power ↔ global_clergy_estate_power,This impacts the [estate_power|e] of the $clergy_estate$ in the entire [country|e].,"country, estate",,"percent, bad",Trade,Modifies the trade power in all trade nodes for a country.,Multiplicative
global_clergy_food_consumption,,none,EU5-specific food system,This impacts how much [food|e] that [ShowPopTypeName('clergy')] [pops|e] will consume in the entire [country|e].,country,,"percent, bad",,,
global_clergy_max_literacy,,none,EU5-specific literacy system,This impacts the [literacy|e] for all [ShowPopTypeName('clergy')] in this [country|e].,country,,"raw percent, good",,,
global_clergy_migration_allowed,global_allowed_num_of_buildings,medium,Match: global_allowed_num_of_buildings ↔ global_clergy_migration_allowed,Determines if [pops|e] of the [ShowPopTypeName('clergy')] are allowed to [migrate|e] or not in a [country|e].,country,boolean,good,Economy,Adds to the number of allowed buildings in every owned province.,Additive
global_clergy_pop_growth,,none,EU5-specific pop growth,This impacts the [population_growth|e] of the [ShowPopTypeName('clergy')] in a [country|e].,country,,"percent, good",,,
global_clergy_rural_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('clergy')] can live in [rural_locations|e] in this [country|e].,country,,good,,,
global_clergy_rural_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('clergy')] can live in [rural_locations|e] in this [country|e].,country,scaled,"percent, good",,,
global_construction_speed,build_time,high,Both modify building construction speed,"This impacts how quickly [buildings|e], [rgo|e] or [roads|e] are built in this [country|e].",country,,"percent, good",Economy,Modifies all building construction times.,Multiplicative
global_cossacks_estate_power,global_trade_power,medium,Match: global_trade_power ↔ global_cossacks_estate_power,This impacts the [estate_power|e] of the $cossacks_estate$ in the entire [country|e].,"country, estate",,"percent, bad",Trade,Modifies the trade power in all trade nodes for a country.,Multiplicative
global_crown_estate_power,global_trade_power,medium,Match: global_trade_power ↔ global_crown_estate_power,This impacts the [estate_power|e] of the $crown_estate$ or in other words the [crown_power|e] in the entire [country|e].,"country, estate",,"percent, good",Trade,Modifies the trade power in all trade nodes for a country.,Multiplicative
global_defensive,defensiveness,high,Direct equivalent - fort defensiveness,This impacts how quick a [siege|e] will go against a [country|e].,country,,"percent, good",Military,Modifies the siege defensiveness that affects siege phase length.,Multiplicative
global_devastation_recovery,global_monthly_devastation,medium,Match: global_monthly_devastation ↔ global_devastation_recovery,This impacts how fast [prosperity|e] recovers monthly in all [locations|e] in a [country|e].,country,,"percent, good",Economy,Adds to the devastation rate in all provinces.,Additive
global_dhimmi_estate_power,global_trade_power,medium,Match: global_trade_power ↔ global_dhimmi_estate_power,This impacts the [estate_power|e] of the $dhimmi_estate$ in the entire [country|e].,"country, estate",,"percent, bad",Trade,Modifies the trade power in all trade nodes for a country.,Multiplicative
global_disease_resistance,global_religious_conversion_resistance,medium,Match: global_religious_conversion_resistance ↔ global_disease_resistance,This impacts the [disease_resistance|e] in all [locations|e] in a [country|e].,country,,"percent, good",Religion,Adds to conversion resistance from centres of reformation in all provinces.,Multiplicative
global_distance_from_capital_speed_propagation,,none,EU5-specific proximity/distance system,This impacts how quickly [proximity|e] moves between all [locations|e] in a [country|e].,country,,"percent, good",,,
global_estate_max_tax,,none,EU5-specific estate tax range,This impacts the [maximum_tax|e] that can be collected from all the [estates|e] in the [country|e].,"country, estate",,"percent, good",,,
global_estate_min_tax,,none,EU5-specific estate tax range,This impacts the [minimum_tax|e] that can be collected from all the [estates|e] in the [country|e].,"country, estate",,"percent, good",,,
global_estate_power,all_estate_influence_modifier;possible_adm_policy;possible_dip_policy;possible_mil_policy,high,Match: all_estate_influence_modifier ↔ global_estate_power; Loose match - EU4 policy slots mapped to EU5 estate power; policies represent institutional capacity similar to estate influence,This impacts the [estate_power|e] of all the [estates|e] in the [country|e].,"country, estate",,"percent, bad",Estates,Modifies to the influence of all estates in the country,Multiplicative
global_estate_satisfaction_decay,,none,EU5-specific estate satisfaction,This impacts how quickly the [estate_satisfaction|e] decays down to the [estate_satisfaction_equilibrium|e] for all the [estates|e] in the [country|e].,"country, estate",,"percent, bad",,,
global_estate_satisfaction_from_legitimacy,all_estate_loyalty_equilibrium,medium,Match: all_estate_loyalty_equilibrium ↔ global_estate_satisfaction_from_legitimacy,This impacts the [estate_satisfaction_equilibrium|e] of all the [estates|e] in the [country|e] based on our [legitimacy|e].,"country, estate",,"percent, good",Estates,Modifies to the loyalty equilibrium of all estates in the country.,Multiplicative
global_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction,This impacts how quickly the [estate_satisfaction|e] recovers to the [estate_satisfaction_equilibrium|e] for all the [estates|e] in the [country|e].,"country, estate",,"percent, neutral",,,
global_estate_target_satisfaction,all_estate_loyalty_equilibrium,high,Match: all_estate_loyalty_equilibrium ↔ global_estate_target_satisfaction,This impacts the [estate_satisfaction_equilibrium|e] of all the [estates|e] in the [country|e].,"country, estate",,"percent, good",Estates,Modifies to the loyalty equilibrium of all estates in the country.,Multiplicative
global_food_capacity,,none,EU5-specific food system,This impacts how much [food|e] can be stored in all [provinces|e] in a [country|e].,country,,good,,,
global_food_capacity_modifier,,none,EU5-specific food system,$MODIFIER_TYPE_DESC_global_food_capacity$,country,multiplicative,"percent, good",,,
global_food_decay,,none,EU5-specific food system,This impacts how much stored [food|e] is lost every month.,country,,"percent, bad",,,
global_foreign_build_buildings_cost,can_not_build_buildings,medium,Match: can_not_build_buildings ↔ global_foreign_build_buildings_cost,Foreign Buildings Cost,country,,"percent, bad",Economy,Forbids a country to build buildings,Constant
global_fort_build_buildings_cost,rival_border_fort_maintenance,medium,Semantic match: rival_border_fort_maintenance ↔ global_fort_build_buildings_cost,Fort Buildings Cost,country,,"percent, bad",Military,Modifies the base fort maintenance cost for forts in provinces that border rivals.,Multiplicative
global_garrison_growth,global_garrison_growth,high,Direct equivalent - garrison growth rate,This impacts how quickly [garrisons|e] will reach their maximum size in all [forts|e] that a [country|e] [controls|e].,country,,"percent, good",Military,Modifies the base garrison growth in provinces.,Multiplicative
global_garrison_size_modifier,garrison_size,high,Direct equivalent - garrison size,This impacts the size of all [garrisons|e] that a [country|e] has.,country,multiplicative,"percent, good",Military,Modifies the base garrison size in provinces.,Multiplicative
global_heathen_pop_conversion_speed_modifier,global_heathen_missionary_strength,medium,Related heathen conversion but EU5 is pop-based,This impacts how quickly [pops|e] of a different [religion_group|e] [convert|e] in all [locations|e] of the country.,country,multiplicative,"percent, good",Religion,Adds to the base missionary strength against heathen religions.,Additive
global_hellenism_religion_movement_growth_modifier,,none,EU5-specific religious movement,How much the [ShowMovementDefinitionName('hellenism_religion_movement')] [movement|e] grows in all [locations|e].,movement,multiplicative,"percent, good",,,
global_hellenism_religion_movement_resistance_modifier,global_religious_conversion_resistance,medium,Match: global_religious_conversion_resistance ↔ global_hellenism_religion_movement_resistance_modifier,How much resistance everywhere has to the [ShowMovementDefinitionName('hellenism_religion_movement')] [movement|e].,movement,multiplicative,"percent, good",Religion,Adds to conversion resistance from centres of reformation in all provinces.,Multiplicative
global_heretic_pop_conversion_speed_modifier,global_heretic_missionary_strength,medium,Related heretic conversion but EU5 is pop-based,This impacts how quickly [pops|e] of the same [religion_group|e] [convert|e] in all [locations|e] of the country.,country,multiplicative,"percent, good",Religion,Adds to the base missionary strength against heretic religions.,Additive
global_hostile_attrition,hostile_attrition;max_hostile_attrition,high,Direct equivalent - attrition inflicted on enemies; Direct match - EU4 max_hostile_attrition (hostile attrition cap) = EU5 global_hostile_attrition; both increase attrition inflicted on enemies,This impacts the [attrition|e] of [hostile|e] [armies|e] in all [locations|e] we [own|e] and [control|e].,country,,"raw percent, bad",Military,Adds to the attrition enemies take in a country's provinces.,Additive
global_institution_growth_modifier,global_institution_spread,high,Both modify institution spread/growth rate,This impacts how quickly [institutions|e] spread into all [locations|e] of this [country|e].,country,multiplicative,"percent, good",Technology,Modifies the rate of spread for institutions in all owned provinces.,Multiplicative
global_integration_speed_modifier,core_creation;core_decay_on_your_own;enemy_core_creation;ignore_coring_distance;administrative_efficiency,high,EU5 uses this for its own annexation (already matched to annexation_speed_modifier); Direct match - EU4 coring mechanics = EU5 integration speed; both govern how quickly territory becomes core/integrated; Direct match - EU4 administrative_efficiency (reduces coring costs) = EU5 integration speed; both accelerate territorial integration,This impacts how quickly a [country|e] can [integrate|e] [locations|e].,country,multiplicative,"percent, good",,,
global_laborers_assimilation_blocked,,none,EU5-specific pop assimilation,This stops all [ShowPopTypeName('laborers')] from [assimilating|e] to the [primary_culture|e] in this [country|e].,country,boolean,bad,,,
global_laborers_city_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('laborers')] can live in [towns_and_cities|e] in this [country|e].,country,,good,,,
global_laborers_city_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('laborers')] can live in [towns_and_cities|e] in this [country|e].,country,scaled,"percent, good",,,
global_laborers_conversion_blocked,global_religious_conversion_resistance,medium,Match: global_religious_conversion_resistance ↔ global_laborers_conversion_blocked,This stops all [ShowPopTypeName('laborers')] from [converting|e] to the [state_religion|e] in this [country|e].,country,boolean,bad,Religion,Adds to conversion resistance from centres of reformation in all provinces.,Multiplicative
global_laborers_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('laborers')] can live in all [locations|e] in this [country|e].,country,,good,,,
global_laborers_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('laborers')] can live in all [locations|e] in this [country|e].,country,scaled,"percent, good",,,
global_laborers_food_consumption,,none,EU5-specific food system,This impacts how much [food|e] that [ShowPopTypeName('laborers')] [pops|e] will consume in the entire [country|e].,country,,"percent, bad",,,
global_laborers_max_literacy,,none,EU5-specific literacy system,This impacts the [literacy|e] for all [ShowPopTypeName('laborers')] in this [country|e].,country,,"raw percent, good",,,
global_laborers_migration_allowed,global_allowed_num_of_buildings,medium,Match: global_allowed_num_of_buildings ↔ global_laborers_migration_allowed,Determines if [pops|e] of the [ShowPopTypeName('laborers')] are allowed to [migrate|e] or not in a [country|e].,country,boolean,good,Economy,Adds to the number of allowed buildings in every owned province.,Additive
global_laborers_pop_growth,,none,EU5-specific pop growth,This impacts the [population_growth|e] of the [ShowPopTypeName('laborers')] in a [country|e].,country,,"percent, good",,,
global_laborers_rural_desired_pop,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('laborers')] can live in [rural_locations|e] in this [country|e].,country,,good,,,
global_laborers_rural_desired_pop_scaled,,none,EU5-specific pop capacity,Impacts how many [ShowPopTypeName('laborers')] can live in [rural_locations|e] in this [country|e].,country,scaled,"percent, good",,,
global_levy_recruitment_speed_modifier,global_regiment_recruit_speed,medium,Related recruitment speed but EU5 uses levy system,This impacts how quickly [army_levies|e] and [navy_levies|e] assemble in a [country|e].,country,multiplicative,"percent, good",Military,Modifies the base speed at which land units are recruited.,Multiplicative
global_levy_size_modifier,land_forcelimit_modifier,medium,Semantic match: land_forcelimit_modifier ↔ global_levy_size_modifier,This impacts the size of both an [army_levy|e] or [navy_levy|e] that [pops|e] in a [country|e] will be.,country,multiplicative,"percent, good",Military,Modifies a country's force limit.,Multiplicative
global_life_expectancy,monarch_lifespan,medium,Related lifespan but EU5 covers all characters not just monarchs,The age that [characters|e] in this [country|e] will start being susceptible to death by old age.,country,,good,Court,Modifies the average lifespan of a ruler.,Multiplicative
global_manpower_modifier,global_manpower_modifier;manpower_recovery_speed;manpower_in_true_faith_provinces;manpower_in_accepted_culture_provinces;manpower_in_culture_group_provinces;manpower_in_own_culture_provinces,high,Direct equivalent - total manpower pool modifier; Direct match - EU4 manpower_recovery_speed = EU5 global_manpower_modifier; both increase manpower replenishment rate; Loose match - EU4 culture/religion-scoped manpower modifiers mapped to EU5 global_manpower_modifier; all increase manpower pool,This impacts how much [manpower|e] a [country|e] will get monthly.,country,multiplicative,"percent, good",Military,Modifies a country's total manpower pool.,Multiplicative
global_maritime_presence_decay,,none,EU5-specific maritime presence,This impacts the decay of the current [maritime_presence|e] in all [seazones|e] adjacent to all [locations|e] owned by a [country|e].,country,,"percent, bad",,,
global_maritime_presence_modifier,ship_power_propagation,low,Loose match - EU4 ship_power_propagation (trade power propagation from ships) loosely maps to EU5 maritime presence modifier,This impacts the [maritime_presence|e] in all [seazones|e] adjacent to all [locations|e] owned by a [country|e].,unit,multiplicative,"percent, good",Trade,Modifies the propagation of trade power from ships protecting trade.,Multiplicative
global_max_bureaucracy_slots,,none,EU5-specific bureaucracy slots,This impacts how many [bureaucracies|e] you can add to your [government|e].,country,,good,,,
global_max_control,min_autonomy,low,Match: min_autonomy ↔ global_max_control,This modifies the maximum [control|e] of all [locations|e] of a [country|e].,country,,"percent, good",Stability,Sets the minimum autonomy level allowed in all owned provinces.,Constant
global_max_literacy,,none,EU5-specific literacy system,This impacts the maximum [literacy|e] of all [pops|e] in a [country|e].,country,,"raw percent, good",,,
global_max_rgo_size_modifier,global_trade_goods_size_modifier,medium,Match: global_trade_goods_size_modifier ↔ global_max_rgo_size_modifier; Also loosely corresponds to EU4 global_trade_goods_size (additive variant),This impacts the maximum size of all [rgo|e] in a [country|e],country,multiplicative,"percent, good",Trade,Modifies the base trade good size of owned provinces.,Multiplicative
global_max_rgo_size_modifier_in_non_rural,global_trade_goods_size_modifier,medium,Match: global_trade_goods_size_modifier ↔ global_max_rgo_size_modifier_in_non_rural,This impacts the maximum size of [rgo|e] in [towns_and_cities|e] in a [country|e].,country,,"percent, good",Trade,Modifies the base trade good size of owned provinces.,Multiplicative
global_max_rgo_size_modifier_in_rural,global_trade_goods_size_modifier,medium,Match: global_trade_goods_size_modifier ↔ global_max_rgo_size_modifier_in_rural,This impacts the maximum size of [rgo|e] in [rural_locations|e] in a [country|e].,country,,"percent, good",Trade,Modifies the base trade good size of owned provinces.,Multiplicative
global_max_rural_control,min_autonomy,low,Match: min_autonomy ↔ global_max_rural_control,This modifies the maximum [control|e] of all [rural_locations|e] in a [country|e].,country,,"percent, good",Stability,Sets the minimum autonomy level allowed in all owned provinces.,Constant
global_max_urban_control,min_autonomy,low,Match: min_autonomy ↔ global_max_urban_control,This modifies the maximum [control|e] of all [urban_locations|e] in a [country|e].,country,,"percent, good",Stability,Sets the minimum autonomy level allowed in all owned provinces.,Constant
