category,eu5_modifier,eu5_desc,eu4_modifier,eu4_desc
military,fort_maintenance_efficiency,"This impacts how efficiently we maintain our fortifications, reducing their monthly gold upkeep.",fort_maintenance_modifier,Fort Maintenance Modifier
military,global_garrison_growth,This impacts how quickly garrisons will reach their maximum size in all forts that a country controls.,global_garrison_growth,National Garrison Growth
military,global_garrison_size_modifier,This impacts the size of all garrisons that a country has.,garrison_size,Garrison Size
military,hire_mercenary_leader_cost_modifier,This impacts how much it costs to hire a mercenary leader.,,
military,global_hostile_attrition,This impacts the attrition of hostile armies in all locations we own and control.,hostile_attrition,Hostile Attrition
military,ignore_zone_of_control,This impacts if an army can ignore a hostile zone_of_control.,,
military,levy_combat_efficiency_modifier,This impacts how effective will a regiment of levies perform in combat.,,
military,levy_maintenance_modifier,This impacts the amount of army_maintenance or navy_maintenance a levy will pay.,naval_maintenance_modifier,Naval Maintenance Modifier
military,global_levy_recruitment_speed_modifier,This impacts how quickly army_levies and navy_levies assemble in a country.,,
military,global_levy_size_modifier,This impacts the size of both an army_levy or navy_levy that pops in a country will be.,,
military,army_logistics_distance,This impacts how far an army can trace for a food_source.,,
military,global_manpower_modifier,This impacts how much manpower a country will get monthly.,global_manpower_modifier,Global Manpower Modifier
military,ship_repair_at_sea_to_max_strength,This impacts to which level a ship can repair when not in a port.,global_ship_repair,Global Ship Repair
military,global_may_build_paik_units,"Allows the recruitment of ShowUnitDefinitionName('a_early_paik_infantry'), ShowUnitDefinitionName('a_paik_infantry'), and ShowUnitDefinitionName('a_late_paik_infantry'), depending on the age.",infantry_cost,Infantry Cost
military,military_tactics,This impacts the military_tactics of a regiment.,military_tactics,Military Tactics
military,monthly_army_tradition,This impacts how much army_tradition we will get each month.,army_tradition,Army Tradition
military,experience_decay,This modifies the percentage of the current experience of a regiment or ship that decays each month.,,
military,monthly_navy_tradition,This impacts how much navy_tradition we will get each month.,navy_tradition,Navy Tradition
military,building_missionary_effort_modifier,This impacts how quickly pops convert to our religion from buildings that can convert religion.,,
military,morale_recovery_in_friendly,This impacts how quickly the morale of a regiment recovers in friendly locations.,recover_army_morale_speed,Recover Army Morale Speed
military,movement_speed_if_no_road,This impacts how fast an army can move between locations where there is not a road.,,
military,naval_damage_done,This impacts how much damage a ship does in combat.,,
military,naval_damage_taken,This impacts the damage_taken of a ship in combat.,,
military,naval_range,This impacts the naval_range of a country.,,
military,naval_range_modifier,This impacts the naval_range of a country.,naval_maintenance_modifier,Naval Maintenance Modifier
military,naval_unit_attrition,This impacts how much attrition that a ship will take.,naval_attrition,Naval Attrition
military,navy_initiative,This impacts the initiative of a ship in battle.,,
military,navy_maintenance_efficiency,This changes how much gold and sailors is required to maintain a ship.,,
military,naval_morale,This modifies the maximum morale that a ship can have by a fixed amount.,naval_morale,Morale of Navies
military,naval_morale_modifier,This modifies the maximum morale that a ship can have by a percentage.,naval_morale,Morale of Navies
military,naval_morale_recovery,This impacts how quickly the morale of a ship recovers when it is less than its maximum.,recover_navy_morale_speed,Recover Navy Morale Speed
military,navy_movement_speed,This impacts how fast an navy can move between seazones.,,
military,navy_repair_efficiency,"This impacts how efficiently we can repair a ship, reducing its gold and sailors cost.",global_ship_repair,Global Ship Repair
military,navy_tradition_decay,This modifies the percentage of the current navy_tradition of a ship that decays each month.,navy_tradition_decay,Navy Tradition Decay
military,nobles_estate_levy_size,This impacts the size of army_levies and navy_levies from the nobles_estate.,,
military,wrong_culture_levy_size,This impacts how big army_levies and navy_levies can be from pops of non_accepted_cultures.,manpower_in_accepted_culture_provinces,Manpower in Accepted Culture Provinces
military,num_naval_governors,This determines how many ShowBuildingTypeName('naval_governor') a country can build.,,
military,peasants_estate_levy_size,This impacts the size of army_levies and navy_levies from the peasants_estate.,,
military,prestige_from_land_battle,This impacts the amount of prestige a country get from their armies participating in a battle.,prestige_from_land,Prestige from Land battles
military,land_cost_on_distance_from_capital_speed_propagation,This impacts the speed that proximity moves through locations when going through a normal location.,,
military,regiment_recruit_speed,This impacts how quickly a regiment can be recruited in a country.,global_regiment_recruit_speed,Global Regiment Recruit Speed
military,regiment_reinforcement_speed,This impacts how quickly a regiment can reinforce.,,
military,global_sailors_modifier,This impacts how many sailors a country will get monthly.,global_sailors_modifier,Global Sailors Modifier
military,ship_capture_chance,This impacts how likely ships are to capture other ships in a battle.,capture_ship_chance,Capture Ship Chance
military,ship_repair_at_sea,This impacts how quickly a ship can repair when adjacent to land.,global_ship_repair,Global Ship Repair
military,ship_build_speed,This impacts how quickly a ship can be built in a country.,,
military,siege_ability,This impacts how quickly that armies can siege.,siege_ability,Siege Ability
military,slave_raid_efficiency,This impacts how many pops an army can make into ShowPopTypeName('slaves').,,
military,global_supply_limit_modifier,This impacts the supply_limit of all locations this country owns.,global_supply_limit_modifier,National Supply Limit Modifier
military,trade_land_efficiency,This impacts the reach of the trade_range of a country when traveling over a location.,global_ship_trade_power,Global Ship Trade Power
military,train_admiral_cost_modifier,This impacts how much it costs to train a new admiral.,admiral_cost,Admiral Cost
military,train_general_cost_modifier,This impacts how much it costs to train a new general.,general_cost,General Cost
other,,,administrative_efficiency,Administrative Efficiency
other,research_speed_modifier,This impacts the generation of research_progress of a country.,adm_tech_cost_modifier,Administrative Technology Cost
other,,,ae_impact,AE Impact
other,,,allowed_marine_fraction,Allowed Marine Fraction
other,,,allowed_samurai_fraction,Allowed Samurai Fraction
other,,,amount_of_banners,Amount of Banners
other,,,brahmins_hindu_loyalty_modifier,Brahmins Hindu Loyalty Modifier
other,,,brahmins_muslim_loyalty_modifier,Brahmins Muslim Loyalty Modifier
other,,,burghers_loyalty_modifier,Burghers Loyalty Modifier
other,,,can_claim_states,Can Claim States
other,,,can_recruit_hussars,Can Recruit Hussars
other,,,cb_on_primitives,Cb on Primitives
other,,,cb_on_religious_enemies,Cb on Religious Enemies
other,,,coast_raid_range,Coast Raid Range
other,,,cossacks_privilege_slots,Cossacks Privilege Slots
other,,,war_exhaustion_cost,Cost of Reducing War Exhaustion
other,,,country_admin_power,Country Admin Power
other,,,country_military_power,Country Military Power
other,,,curia_powers_cost,Curia Powers Cost
other,,,dhimmi_loyalty_modifier,Dhimmi Loyalty Modifier
other,,,disengagement_chance,Disengagement Chance
other,,,embracement_cost,Embracement Cost
other,,,eunuchs_loyalty_modifier,Eunuchs Loyalty Modifier
other,,,expand_administration_cost,Expand Administration Cost
other,,,expand_infrastructure_cost_modifier,Expand Infrastructure Cost Modifier
other,,,fabricate_claims_cost,Fabricate Claims Cost
other,,,free_adm_policy,Free Adm Policy
other,,,free_dip_policy,Free Dip Policy
other,,,free_mil_policy,Free Mil Policy
other,,,free_policy,Free Policy
other,,,galley_cost,Galley Cost
other,,,galley_power,Galley Power
other,,,ghulams_loyalty_modifier,Ghulams Loyalty Modifier
other,,,ghulams_privilege_slots,Ghulams Privilege Slots
other,,,global_spy_defence,Global Spy Defence
other,,,great_project_upgrade_cost,Great Project Upgrade Cost
other,,,great_project_upgrade_time,Great Project Upgrade Time
other,,,harmonization_speed,Harmonization Speed
other,,,harsh_treatment_cost,Harsh Treatment Cost
other,,,has_geobukseon,Has Geobukseon
other,,,has_samurai,Has Samurai
other,,,heir_chance,Heir Chance
other,research_speed_modifier,This impacts the generation of research_progress of a country.,idea_cost,Idea Cost
other,,,imperial_authority,Imperial Authority
other,,,imperial_authority_value,Imperial Authority Value
other,,,imperial_mandate,Imperial Mandate
other,,,innovativeness_gain,Innovativeness Gain
other,,,jains_loyalty_modifier,Jains Loyalty Modifier
other,,,janissaries_loyalty_modifier,Janissaries Loyalty Modifier
other,,,landing_penalty,Landing Penalty
other,,,loot_amount,Loot Amount
other,,,loyalty_change_on_revoked,Loyalty Change on Revoked
other,,,maratha_loyalty_modifier,Maratha Loyalty Modifier
other,,,max_revolutionary_zeal,Max Revolutionary Zeal
other,,,may_establish_frontier,May Establish Frontier
other,,,may_perform_slave_raid,May Raid Coasts
other,,,mercantilism_cost,Mercantilism Cost
other,,,migration_cost,Migration Cost
other,research_speed_modifier,This impacts the generation of research_progress of a country.,mil_tech_cost_modifier,Military Technology Cost
other,,,missionaries,Missionaries
other,,,monarch_admin_power,Monarch Admin Power
other,,,monarch_military_power,Monarch Military Power
other,,,monarch_power_tribute,Monarch Power Tribute
other,,,monthly_cultural_unity,Monthly Cultural Unity
other,,,monthly_favor_modifier,Monthly Favor Modifier
other,,,monthly_splendor,Monthly Splendor
other,,,nobles_influence_modifier,Nobles Influence Modifier
other,,,nomadic_tribes_loyalty_modifier,Nomadic Tribes Loyalty Modifier
other,,,num_of_parliament_issues,Num of Parliament Issues
other,,,num_of_pronoiars,Num of Pronoiars
other,,,overextension_impact_modifier,Overextension Impact Modifier
other,,,possible_condottieri,Possible Condottieri
other,,,possible_dip_policy,Possible Dip Policy
other,,,possible_mil_policy,Possible Mil Policy
other,,,possible_policy,Possible Policy
other,,,power_projection_from_insults,Power Projection from Insults
other,,,pr_captains_influence,Pr Captains Influence
other,,,qizilbash_loyalty_modifier,Qizilbash Loyalty Modifier
other,,,qizilbash_privilege_slots,Qizilbash Privilege Slots
other,,,rajput_loyalty_modifier,Rajput Loyalty Modifier
other,,,range,Range
other,,,rebel_support_efficiency,Rebel Support Efficiency
other,,,reelection_cost,Reelection Cost
other,,,reinforce_cost_modifier,Reinforce Cost Modifier
other,,,religious_unity,Religious Unity
other,,,rival_change_cost,Rival Change Cost
other,,,sea_repair,Sea Repair
other,,,special_unit_cost_modifier,Special Unit Cost Modifier
other,research_speed_modifier,This impacts the generation of research_progress of a country.,technology_cost,Technology Cost
other,,,transport_cost,Transport Cost
other,,,unjustified_demands,Unjustified Demands
other,,,vaisyas_loyalty_modifier,Vaisyas Loyalty Modifier
other,,,yearly_authority,Yearly Authority
other,,,yearly_doom_reduction,Yearly Doom Reduction
other,,,years_of_nationalism,Years of Separatism
other,,,years_to_integrate_personal_union,Years to Integrate Personal Union
other,activate_avatar_cost_modifier,This impacts the costs of ShowGenericActionName('activate_avatar').,,
other,deactivate_avatar_cost_modifier,This impacts the costs of ShowGenericActionName('deactivate_avatar').,,
other,perform_tantric_ritual_cost_modifier,This impacts the costs of ShowGenericActionName('perform_tantric_ritual').,,
other,rank_empire_upgrade_cost_modifier,This impacts how much it costs to change country_rank to ShowCountryRankName('rank_empire').,,
other,sea_cost_on_distance_from_capital_when_maritime,This impacts the proximity cost between locations when going through a seazone with maritime_presence.,,
other,port_cost_distance_from_capital,This impacts the proximity cost between locations when going from a port to a seazone or reverse.,,
other,road_cost_on_distance_from_capital,This impacts the proximity cost between locations when going through a road.,,
other,allow_council_parliament,Unlocks the Council Parliament Type,,
other,allow_female_cabinet,This allows all female characters to work in the cabinet.,,
other,can_use_council_of_three_lands_modifier,"This allows us to use the ShowPolicyName('council_of_three_lands_policy') policy, which is part of the ShowLawName('inquisition_law') law.",,
other,allow_extensive_conscription_cabinet_action,This allows us to use the ShowCabinetActionName('byz_extensive_conscription') cabinet_action.,,
other,antagonism_received_modifier,This impacts how much antagonism a country generates from its actions.,,
other,anti_piracy_warfare_modifier,This impacts the anti_piracy_warfare of navies.,,
other,global_monthly_art_start_chance,This impacts the chance that artists in a country starts new works_of_art.,,
other,has_codified_laws,Allowing a country to use laws.,,
other,can_grant_town_rights,This impacts if a country can grant town_rights or not.,,
other,can_recruit_explorer,This allows a country to recruit explorers.,,
other,casus_belli_creation_speed_modifier,This impacts how quickly a country can create a new casus_belli.,,
other,global_pirate_spawn_chance,This impacts how likely it is for pirates to appear from any location in a country.,,
other,change_liturgical_language_cost_modifier,This impacts how much it costs to change liturgical_language.,,
other,change_policy_cost_modifier,This impacts how much it costs to change a policy in a law.,,
other,global_life_expectancy,The age that characters in this country will start being susceptible to death by old age.,,
other,city_upgrade_cost_modifier,This impacts the costs of creating a ShowLocationRankName('city').,,
other,global_clergy_food_consumption,This impacts how much food that ShowPopTypeName('clergy') pops will consume in the entire country.,,
other,combined_bonus_per_type,This impacts how big the combined_arms bonus is per valid unit_category.,,
other,correct_box_chance,This impacts the chance of a unit late to a battle joining their intended section.,,
other,pilgrimage_action_cost_modifier,This impacts the costs of ShowGenericActionName('pilgrimage_action').,spy_action_cost_modifier,Spy Action Cost Modifier
other,cleansing_ritual_purity_cost_modifier,This impacts the costs of ShowGenericActionName('cleansing_ritual_purity').,,
other,counter_espionage,This impacts the counterespionage of a country.,,
other,cultural_influence_modifier,Cultural Influence %,burghers_influence_modifier,Burghers Influence Modifier
other,cultural_tradition_modifier,Cultural Tradition %,,
other,global_disease_resistance,This impacts the disease_resistance in all locations in a country.,,
other,dismiss_religious_figure_cost_modifier,This impacts how much it costs to dismiss invited_religious_figures.,,
other,country_child_education,This impacts the ability increase of all children in a country during their education.,,
other,country_cabinet_efficiency,This impacts the cabinet_efficiency of all characters in the cabinet of a country.,,
other,export_efficiency,Export Efficiency,,
other,global_food_capacity,This impacts how much food can be stored in all provinces in a country.,,
other,global_food_decay,This impacts how much stored food is lost every month.,,
other,megalopolis_upgrade_cost_modifier,This impacts the costs of creating a ShowLocationRankName('megalopolis').,,
other,town_upgrade_cost_modifier,This impacts the costs of creating a ShowLocationRankName('town').,,
other,head_of_cabinet_promotion_cost_modifier,This modifies the cost of the ShowCharacterInteractionName('promote_to_head_of_cabinet') character_interaction.,,
other,hills_proximity_impact,This impacts the proximity cost when going through ShowTopographyName('hills').,,
other,hire_artist_cost_modifier,This impacts how much it costs to hire a new artist to enter our court.,,
other,hire_mercenary_premium_cost_modifier,This impacts how much it costs to hire a mercenary.,,
other,import_efficiency,Import Efficiency,,
other,invite_artist_cost_modifier,This impacts how much it costs to invite an artist,,
other,invite_religious_figure_different_school_cost_modifier,This impacts how much it costs to invite_religious_figures.,,
other,invite_religious_figure_same_school_cost_modifier,This impacts how much it costs to invite_religious_figures.,,
other,legislative_efficiency,Legislative Efficiency,,
other,levy_recovery_modifier,This impacts how quickly levies recovers in a country.,,
other,national_malaria_resistance_modifier,Resistance to malaria throughout the country.,,
other,global_maritime_presence_modifier,This impacts the maritime_presence in all seazones adjacent to all locations owned by a country.,,
other,global_maritime_presence_decay,This impacts the decay of the current maritime_presence in all seazones adjacent to all locations owned by a country.,,
other,global_max_literacy,This impacts the maximum literacy of all pops in a country.,,
other,global_laborers_max_literacy,This impacts the literacy for all ShowPopTypeName('laborers') in this country.,,
other,global_soldiers_max_literacy,This impacts the literacy for all ShowPopTypeName('soldiers') in this country.,,
other,global_burghers_max_literacy,This impacts the literacy for all ShowPopTypeName('burghers') in this country.,,
other,global_clergy_max_literacy,This impacts the literacy for all ShowPopTypeName('clergy') in this country.,,
other,global_nobles_max_literacy,This impacts the literacy for all ShowPopTypeName('nobles') in this country.,,
other,global_peasants_max_literacy,This impacts the literacy for all ShowPopTypeName('peasants') in this country.,,
other,global_max_rural_control,This modifies the maximum control of all rural_locations in a country.,min_autonomy_in_territories,Min Autonomy in Territories
other,maximum_religious_influence,This impacts how much religious_influence a country can save for future needs.,,
other,global_mercenaries_modifier,This impacts how large the recruitable mercenary companies from locations a country owns can be.,mercenary_cost,Mercenary Cost
other,tribute_payment_received_modifier,This impacts the amount we receive from tribute in the middle_kingdom.,,
other,global_monthly_control,This is how much control will change in all locations of a country.,autonomy_change_time,Autonomy Change Time
other,global_monthly_control_decline,This is how much control will decrease when its above the maximum in all locations in a country.,autonomy_change_time,Autonomy Change Time
other,monthly_doom,This impacts how much doom a country gets each month.,,
other,monthly_honor,This impacts how much honor a country gets each month.,,
other,monthly_horde_unity,This impacts how much horde_unity a country gets each month.,horde_unity,Horde Unity
other,global_monthly_literacy,This impacts how literacy changes for pops in a country.,,
other,monthly_towards_jurisprudence,This impacts the change towards the ShowSocietyDirectionName('jurisprudence') societal_values.,,
other,monthly_towards_mysticism,This impacts the change towards the ShowSocietyDirectionName('mysticism') societal_values.,,
other,global_monthly_prosperity,This impacts how much prosperity changes monthly in all locations in a country.,development_cost,Development Cost
other,monthly_purity,This impacts how much purity a country gets each month.,,
other,monthly_rebel_growth,This impacts how quickly rebels progress to a revolt or civil_war.,,
other,monthly_religious_influence,This impacts how much religious_influence a country gets each month.,monthly_persian_influence,Monthly Persian Influence
other,monthly_religious_rebel_growth,This impacts how quickly Religious rebels progress to a revolt or civil_war.,,
other,monthly_righteousness,This impacts how much righteousness a country gets each month.,,
other,monthly_self_control,This impacts how much self_control a country gets each month.,global_autonomy,Global Autonomy
other,monthly_tribal_cohesion,This impacts how much tribal_cohesion a country gets each month.,,
other,global_monthly_urban_control,This is how much control will change in all urban_locations in a country.,global_autonomy,Global Autonomy
other,monthly_war_exhaustion,This impacts how much war_exhaustion we will get each month.,war_exhaustion,War Exhaustion
other,mountains_proximity_impact,This impacts the proximity cost when going through ShowTopographyName('mountains').,,
other,movement_speed_when_attached_to_another_unit,This impacts how long it takes a unit to move through a location when it is attached to another unit.,movement_speed_in_fleet_modifier,Movement Speed in Fleet Modifier
other,num_of_varangian_units,This impacts how many ShowUnitDefinitionName('a_varangians') units we can have at the same time.,,
other,omen_strength_modifier,This impacts the power of all invoked omens.,,
other,orthodox_synod_cost_modifier,This impacts the costs of ShowGenericActionName('orthodox_synod').,,
other,parliament_base_support,This impacts how much support there is for issues when a parliament is called.,,
other,parliament_duration_modifier,This impacts how long a parliament is in session for.,,
other,plateau_proximity_impact,This impacts the proximity cost when going through ShowTopographyName('plateau').,,
other,global_pop_assimilation_speed_modifier,This impacts how quickly pops assimilate in all locations of the country.,culture_conversion_cost,Culture Conversion Cost
other,global_pop_conversion_speed,This impacts how quickly pops convert in all locations of the country.,,
other,global_pop_conversion_speed_modifier,This impacts how quickly pops convert in all locations of the country.,,
other,global_pop_food_consumption,This impacts how much food that pops will consume in the entire country.,,
other,pop_join_rebel_threshold,"This impact the level of pop_satisfaction a pop has to be below to join rebels. It can never be lower than GetDefine('NPop','REBEL_JOIN_MIN_THRESHOLD')|%V.",,
other,pop_leave_rebels_threshold,This impact the level of pop_satisfaction a pop has to be above to leave rebels.,,
other,global_migration_speed_modifier,This impacts how quickly pops migrate in all locations of the country.,,
other,global_pop_promotion_speed_modifier,This impacts how quickly pops promote in all locations of the country.,,
other,global_population_capacity_modifier,This impacts how many pops can live in all locations in this country.,,
other,global_population_growth,This impacts the population_growth of all locations in a country.,global_prosperity_growth,Global Prosperity Growth
other,global_burghers_city_desired_pop,Impacts how many ShowPopTypeName('burghers') can live in towns_and_cities in this country.,,
other,global_clergy_desired_pop,Impacts how many ShowPopTypeName('clergy') can live in all locations in this country.,,
other,global_clergy_rural_desired_pop,Impacts how many ShowPopTypeName('clergy') can live in rural_locations in this country.,,
other,global_clergy_city_desired_pop,Impacts how many ShowPopTypeName('clergy') can live in towns_and_cities in this country.,,
other,possible_frontage_modifier,This impacts the frontage that a unit can use in a battle.,,
other,num_possible_artists,This impacts how many artists a country can support.,,
other,capital_possible_town_rights,This determines how many additional town_rights a country can have in its capital.,,
other,power_projection,This impacts how much power_projection a country has.,,
other,global_devastation_recovery,This impacts how fast prosperity recovers monthly in all locations in a country.,,
other,sea_cost_on_distance_from_capital,This impacts the proximity cost between locations when going through a seazone that is not adjacent to any land.,,
other,global_distance_from_capital_speed_propagation,This impacts how quickly proximity moves between all locations in a country.,,
other,auto_slave_raid,This would allow armies to enslave part of all pops when occupying a location.,,
other,global_raw_material_output,This impacts the output of raw_materials from all locations in a country.,,
other,recruit_explorer_cost_modifier,This impacts how much it costs to recruit an explorer.,,
other,number_of_allowed_religious_figures,This enables the religious_figures mechanic and sets the number we are allowed to invite.,,
other,replace_cabinet_member_cost_modifier,This impacts how much it costs to replace a cabinet_member.,,
other,rural_disease_resistance,This impacts the disease_resistance in all rural_locations in a country.,,
other,rural_migration_attraction,This impacts if pops want migrate to or away from rural_locations in a country.,,
other,select_omen_god_cost_modifier,This impacts the costs of ShowGenericActionName('select_omen_god').,,
other,select_expensive_child_education_cost_modifier,This impacts how much it costs to start an expensive child_education.,,
other,selling_efficiency,Selling Efficiency,,
other,global_separatism,This impacts separatism in all locations in a country.,,
other,set_cabinet_member_cost_modifier,This impacts how much it costs to assign a cabinet_member to an empty position.,,
other,skill_of_new_artists,This impacts the artistic_skill of new artists.,,
other,global_integration_speed_modifier,This impacts how quickly a country can integrate locations.,core_creation,Core Creation
other,supply_depot_capacity,This impacts how much food a supply_depot can store.,,
other,non_rural_migration_attraction,This impacts if pops want migrate to or away from towns_and_cities in a country.,,
other,unemployed_slave_promotion,This is the percentage of unemployed ShowPopTypeName('slaves') that promotes to ShowPopTypeName('peasants') every month.,,
other,food_consumption_modifier,This impacts how much food a unit consumes each month.,,
other,war_no_cb_cost_modifier,This impacts how much it costs to declare a war without a casus_belli.,stability_cost_to_declare_war,Stability Cost to Declare War
religious,,,devotion,Devotion
religious,,,enforce_religion_cost,Enforce Religion Cost
religious,,,global_heretic_missionary_strength,Global Heretic Missionary Strength
religious,,,global_missionary_strength,Global Missionary Strength
religious,,,no_religion_penalty,Heretic and Heathen provinces do not give any penalties.
religious,,,may_perform_slave_raid_on_same_religion,May Raid Coasts of Same Religion
religious,,,monthly_fervor_increase,Monthly Fervor
religious,,,monthly_piety,Monthly Piety
religious,,,monthly_piety_accelerator,Monthly Piety Accelerator
religious,,,tolerance_of_heathens_capacity,Tolerance of Heathens Capacity
religious,,,tolerance_of_heretics_capacity,Tolerance of Heretics Capacity
religious,,,warscore_cost_vs_other_religion,Warscore Cost Vs Other Religion
religious,,,yearly_harmony,Yearly Harmony
religious,,,yearly_patriarch_authority,Yearly Patriarch Authority
religious,national_church_power_cost_modifier,This impacts the costs for Church Power actions.,church_power_modifier,Church Power Modifier
religious,create_autocephalous_patriarchate_cost_modifier,This impacts the costs of ShowGenericActionName('create_autocephalous_patriarchate').,,
religious,damage_done_versus_heathens_modifier,This impacts the damage done against heathen hostile armies during a battle.,,
religious,harmony_stability,"This nudges harmony back toward balance each month, helping the country hold the optimal equilibrium.",,
religious,monthly_devotion,This impacts how much devotion a country gets each month.,,
religious,monthly_karma_decay,"This impacts the decay towards #V 0#! karma, where the decay is a percentage of the current karma.",yearly_karma_decay,Yearly Karma Decay
religious,auto_slave_raid_different_religion,This would allow armies to enslave part of all pops of a different religion_group when occupying a location.,,
religious,religious_icon_power_modifier,This impacts the power of every ShowWorkOfArtTypeName('icon') in a religion.,,
religious,tolerance_heathen,This impacts the tolerance of religions of a different religion_group than the state_religion.,tolerance_heathen,Tolerance of the Heathen Beliefs
religious,tolerance_heretic,This impacts the tolerance of religions of the same religion_group as the state_religion.,tolerance_heretic,Tolerance of the Heretical Beliefs
religious,tolerance_own,This impacts the tolerance of the state_religion.,tolerance_own,Tolerance of the True Faith
trade,,,caravan_power,Caravan Power
trade,,,embargo_efficiency,Embargo Efficiency
trade,,,global_foreign_trade_power,Global Foreign Trade Power
trade,,,global_prov_trade_power_modifier,Global Prov Trade Power Modifier
trade,,,global_tariffs,Global Tariffs
trade,,,justify_trade_conflict_cost,Justify Trade Conflict Cost
trade,,,merc_independent_from_trade_range,Merc Independent from Trade Range
trade,,,trade_company_investment_cost,Trade Company Investment Cost
trade,,,trade_steering,Trade Steering
trade,global_alum_output_modifier,This modifies the output of ShowGoodsName('alum') in the entire country.,,
trade,global_books_output_modifier,This modifies the output of ShowGoodsName('books') in the entire country.,,
trade,global_trades_per_burgher,This impacts how much trade per population the ShowEstateTypeName('burghers_estate') in the country can do on their own.,global_own_trade_power,Global Own Trade Power
trade,global_cannons_output_modifier,This modifies the output of ShowGoodsName('cannons') in the entire country.,,
trade,global_cloth_output_modifier,This modifies the output of ShowGoodsName('cloth') in the entire country.,,
trade,global_cloves_output_modifier,This modifies the output of ShowGoodsName('cloves') in the entire country.,,
trade,global_coal_output_modifier,This modifies the output of ShowGoodsName('coal') in the entire country.,,
trade,global_coffee_output_modifier,This modifies the output of ShowGoodsName('coffee') in the entire country.,,
trade,global_copper_output_modifier,This modifies the output of ShowGoodsName('copper') in the entire country.,,
trade,global_dyes_output_modifier,This modifies the output of ShowGoodsName('dyes') in the entire country.,,
trade,global_fiber_crops_output_modifier,This modifies the output of ShowGoodsName('fiber_crops') in the entire country.,,
trade,global_fine_cloth_output_modifier,This modifies the output of ShowGoodsName('fine_cloth') in the entire country.,,
trade,global_fish_output_modifier,This modifies the output of ShowGoodsName('fish') in the entire country.,,
trade,global_fruit_output_modifier,This modifies the output of ShowGoodsName('fruit') in the entire country.,,
trade,global_fur_output_modifier,This modifies the output of ShowGoodsName('fur') in the entire country.,,
trade,global_merchant_power,This impacts how much merchant_power a country gets.,merchants,Merchants
trade,global_gems_output_modifier,This modifies the output of ShowGoodsName('gems') in the entire country.,,
trade,global_glass_output_modifier,This modifies the output of ShowGoodsName('glass') in the entire country.,,
trade,global_goods_gold_output_modifier,This modifies the output of ShowGoodsName('goods_gold') in the entire country.,,
trade,global_horses_output_modifier,This modifies the output of ShowGoodsName('horses') in the entire country.,,
trade,global_incense_output_modifier,This modifies the output of ShowGoodsName('incense') in the entire country.,,
trade,global_iron_output_modifier,This modifies the output of ShowGoodsName('iron') in the entire country.,,
trade,global_jewelry_output_modifier,This modifies the output of ShowGoodsName('jewelry') in the entire country.,,
trade,global_lead_output_modifier,This modifies the output of ShowGoodsName('lead') in the entire country.,,
trade,global_legumes_output_modifier,This modifies the output of ShowGoodsName('legumes') in the entire country.,,
trade,global_liquor_output_modifier,This modifies the output of ShowGoodsName('liquor') in the entire country.,,
trade,global_livestock_output_modifier,This modifies the output of ShowGoodsName('livestock') in the entire country.,,
trade,global_lumber_output_modifier,This modifies the output of ShowGoodsName('lumber') in the entire country.,,
trade,global_marble_output_modifier,This modifies the output of ShowGoodsName('marble') in the entire country.,,
trade,global_masonry_output_modifier,This modifies the output of ShowGoodsName('masonry') in the entire country.,,
trade,global_medicaments_output_modifier,This modifies the output of ShowGoodsName('medicaments') in the entire country.,,
trade,global_mercury_output_modifier,This modifies the output of ShowGoodsName('mercury') in the entire country.,,
trade,global_millet_output_modifier,This modifies the output of ShowGoodsName('millet') in the entire country.,,
trade,global_olives_output_modifier,This modifies the output of ShowGoodsName('olives') in the entire country.,,
trade,global_paper_output_modifier,This modifies the output of ShowGoodsName('paper') in the entire country.,,
trade,global_pearls_output_modifier,This modifies the output of ShowGoodsName('pearls') in the entire country.,,
trade,global_pepper_output_modifier,This modifies the output of ShowGoodsName('pepper') in the entire country.,,
trade,global_porcelain_output_modifier,This modifies the output of ShowGoodsName('porcelain') in the entire country.,,
trade,global_potato_output_modifier,This modifies the output of ShowGoodsName('potato') in the entire country.,,
trade,global_rice_output_modifier,This modifies the output of ShowGoodsName('rice') in the entire country.,,
trade,global_salt_output_modifier,This modifies the output of ShowGoodsName('salt') in the entire country.,,
trade,global_silk_output_modifier,This modifies the output of ShowGoodsName('silk') in the entire country.,,
trade,global_silver_output_modifier,This modifies the output of ShowGoodsName('silver') in the entire country.,,
trade,slave_market_max_level,This modifies how many levels the ShowBuildingTypeName('slave_market') can have.,,
trade,global_slaves_goods_output_modifier,This modifies the output of ShowGoodsName('slaves_goods') in the entire country.,global_trade_goods_size_modifier,Global Trade Goods Size Modifier
trade,global_stone_output_modifier,This modifies the output of ShowGoodsName('stone') in the entire country.,,
trade,global_sugar_output_modifier,This modifies the output of ShowGoodsName('sugar') in the entire country.,,
trade,global_tea_output_modifier,This modifies the output of ShowGoodsName('tea') in the entire country.,,
trade,global_tin_output_modifier,This modifies the output of ShowGoodsName('tin') in the entire country.,,
trade,global_tools_output_modifier,This modifies the output of ShowGoodsName('tools') in the entire country.,,
trade,global_weaponry_output_modifier,This modifies the output of ShowGoodsName('weaponry') in the entire country.,,
trade,global_wheat_output_modifier,This modifies the output of ShowGoodsName('wheat') in the entire country.,,
